#Units1,batch_size,activation,lr,max_epochs,optimizer,weight_decay,momentum,nesterov,mean_train_score,mean_val_score,std_train_score,mean_fit_time,std_fit_time,rank_val_score
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,4.540910879770915,4.648291905721028,0.054064742577512294,51.734062592188515,0.10413489150774531,471
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,4.564921220143636,4.659206390380859,0.08839016151538158,34.256771087646484,0.246761488603435,472
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,4.553985118865967,4.664365927378337,0.05254485258436838,51.33687178293864,0.31107899590425464,473
100,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,4.565935293833415,4.671947638193767,0.05539493796735797,16.909870862960815,0.28521469808333316,474
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,4.480730215708415,4.673406600952148,0.10631068733080914,33.535325129826866,0.2525087451286997,475
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,4.569071610768636,4.6744998296101885,0.057309204800923164,51.437434593836464,0.3502045947251449,476
100,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,4.579229513804118,4.6910826365153,0.10561965005357643,16.86960458755493,0.21505798218260613,477
100,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,4.670709451039632,4.773197174072266,0.08671161081942437,50.62534991900126,0.14039366076767024,478
100,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,4.6997911135355634,4.778876304626465,0.15562608247792795,16.84495226542155,0.1885850486454007,479
100,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,4.708661079406738,4.79762617746989,0.028887277901157908,16.832602739334106,0.2724624862593783,480
100,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,4.704033215840657,4.797725995381673,0.08038918040784507,50.791754404703774,0.2752755703457903,481
100,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,4.699045181274414,4.799695332845052,0.0771147177067101,51.061293522516884,0.4100230215395004,482
100,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,4.738241513570149,4.808583895365397,0.07326512561825117,17.055022478103638,0.23023275895939344,483
150,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,4.725235462188721,4.825608571370442,0.04636055381351052,17.206446409225464,0.5160794150290776,484
150,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,4.730953216552734,4.832437356313069,0.09476189381397061,17.51334849993388,0.4657534069114719,485
50,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,4.765568097432454,4.860926628112793,0.08912833988525469,33.5500275293986,0.2649347247286811,486
150,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,4.7829389572143555,4.885731220245361,0.045270764113426974,17.524935007095337,0.216185336466863,487
50,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,4.808869043986003,4.901405016581218,0.139982386632091,33.561976750691734,0.2769091420210188,488
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,4.720478693644206,4.91093905766805,0.14942996452358775,34.28671956062317,0.30087548677202147,489
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,4.811637878417969,4.914932727813721,0.06792741146168126,51.51696483294169,0.3490939632814662,490
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,4.844554583231608,4.936064084370931,0.05870391729959565,51.42277113596598,0.34544634275294184,491
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,4.834918022155762,4.938793977101644,0.06268203767247846,51.71123822530111,0.11240932096922161,492
100,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,4.853056112925212,4.940571626027425,0.06288832039376455,34.04951047897339,0.31651138020588543,493
100,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,4.857451756795247,4.944505373636882,0.08637000044871398,34.03554177284241,0.31908776332231364,494
100,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,4.8885118166605634,4.9736959139506025,0.06370716252709767,33.888879696528114,0.22230123444479227,495
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,4.755350271860759,4.973724365234375,0.1030479780266458,34.267597357432045,0.2840481972711402,496
100,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,4.897991180419922,4.984301408131917,0.08407143129286711,50.76672307650248,0.6165924607634788,497
50,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,4.906368414560954,4.985802968343099,0.16846788005385108,33.65831216176351,0.3555582164445234,498
100,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,4.905393282572429,5.000335216522217,0.040799922692815974,16.93573236465454,0.5150255073648127,499
100,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,4.917040824890137,5.001312414805095,0.08859201067882642,16.678465525309246,0.18246188687779252,500
100,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,4.906106154123942,5.002315044403076,0.04559043152459908,17.074639717737835,0.4042432769783519,501
100,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,4.824918111165364,5.003317991892497,0.04459837543697812,33.97436865170797,0.28521764811435146,502
100,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,4.942887941996257,5.026856581370036,0.054496409140888165,51.16446884473165,0.2568966550750066,503
50,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,4.946167945861816,5.029850323994954,0.09592917359755371,50.13740714391073,0.11174080139060437,504
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,4.950761636098226,5.040910243988037,0.0830215566035071,34.6809557278951,0.23375080568637832,505
100,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,4.877532164255778,5.049525896708171,0.13355305671819465,34.00745733579,0.2829025246876671,506
100,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,4.956127484639485,5.057094256083171,0.053650636763859776,51.42547925313314,0.2046272697535957,507
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,4.859815756479899,5.061350186665853,0.23234351345231435,34.27799908320109,0.24937972313853338,508
50,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,4.963239351908366,5.061407089233398,0.1406058097700502,16.509126663208008,0.2603044530172347,509
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,4.986964861551921,5.068231264750163,0.10307058952433425,34.47053066889445,0.3254825066315421,510
50,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,4.9897529284159345,5.081175645192464,0.16313755182950984,16.34491165479024,0.317262020089297,511
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,5.00395663579305,5.086043039957683,0.07755047687241672,34.60784633954366,0.22412434842893394,512
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,4.998185793558757,5.087748686472575,0.055107639003222554,51.51308027903239,0.4325796656990242,513
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,5.001701672871907,5.0937736829121905,0.04811504799108751,51.57673533757528,0.4075992435084821,514
50,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,5.003803094228108,5.095567226409912,0.12612361944561112,16.27316157023112,0.19264428689099358,515
150,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,5.015615463256836,5.0980224609375,0.06290864086351781,17.571564038594563,0.5276090310486833,516
150,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,5.003586451212565,5.101582845052083,0.10652392585580156,17.598740657170612,0.16693290347529832,517
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,5.013789971669515,5.10270357131958,0.0608755064231352,51.48396817843119,0.3265778413703813,518
50,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,5.026752948760986,5.110542933146159,0.11353267319174602,50.84274482727051,0.3299578686208937,519
150,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,5.028073628743489,5.123147805531819,0.07062568921199995,17.53367328643799,0.45311124956736626,520
50,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,5.04849100112915,5.126158396402995,0.09376802915003954,50.29655440648397,0.46780867335464504,521
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,4.994093894958496,5.157327493031819,0.1629007870787645,33.557767152786255,0.24600915631194084,522
100,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,4.959179083506267,5.164065519968669,0.14957943191033066,33.96056262652079,0.2302017753453673,523
150,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,5.145340442657471,5.215123971303304,0.060249369412673205,17.73455270131429,0.5131097844890634,524
50,64,<built-in method tanh of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,5.1428297360738116,5.223991235097249,0.09216911273575694,50.14843416213989,0.39925070976047095,525
150,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,5.149505138397217,5.2312618891398115,0.05339882414466351,17.46168041229248,0.11924898934271068,526
150,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,5.180405139923096,5.255192279815674,0.060514377865792474,17.70044406255086,0.1819999858492655,527
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,5.109366099039714,5.26502799987793,0.10091001766291265,33.65169405937195,0.2463813990905226,528
100,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,5.200135866800944,5.280819098154704,0.09833860060599797,17.028614203135174,0.3143677215087338,529
100,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,5.209244569142659,5.285106182098389,0.05468700909147723,16.704005479812622,0.16176525212609016,530
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,5.215421358744304,5.286758104960124,0.0823625909370078,34.39713056882223,0.2323343414601121,531
100,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,5.215143998463948,5.29615592956543,0.05393382563834015,17.028791268666584,0.33105978208296355,532
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,5.216724077860515,5.296537081400554,0.051281726413840725,34.40097999572754,0.29697303602246405,533
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,5.241220951080322,5.306996027628581,0.07864169508600705,34.50175356864929,0.2938994073497121,534
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,5.139763514200847,5.3081715901692705,0.14664082800569764,33.72697695096334,0.08878209010776887,535
50,64,<built-in method tanh of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,5.222750663757324,5.311526298522949,0.18000913194206225,50.82190465927124,0.231349217475458,536
50,64,<built-in method tanh of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,5.228420893351237,5.359913508097331,0.05340272281199651,50.4239292939504,0.2472977560850095,537
100,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,5.333122889200847,5.40939998626709,0.12172950729394375,33.991529862085976,0.22472491568322708,538
100,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,5.338802655537923,5.4119086265563965,0.039945128765224644,34.17478768030802,0.20346867765463628,539
100,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,5.370128313700358,5.436099847157796,0.04291231169818013,34.13024870554606,0.3084132100732756,540
150,128,<built-in method tanh of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,5.466913064320882,5.545438925425212,0.10276923480625286,34.11925538380941,0.2862880948778719,541
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,5.420312404632568,5.595956802368164,0.1797881880527723,51.425818045934044,0.27013078061875384,542
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,5.410577774047852,5.613979657491048,0.14467102587060932,51.26276969909668,0.30872967701330134,543
150,128,<built-in method tanh of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,5.588901996612549,5.66402006149292,0.07856709891362902,34.38880999883016,0.24781208093407348,544
150,128,<built-in method tanh of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,5.60875129699707,5.702062606811523,0.15288669195565852,34.34403602282206,0.23512140130097273,545
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,5.647313753763835,5.711837291717529,0.06031292098748377,34.46774506568909,0.3096488794607322,546
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,5.648754914601644,5.744880676269531,0.1475036309718689,34.591089725494385,0.20556881208390346,547
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,5.691818714141846,5.753358523050944,0.1303512155243504,34.3846849600474,0.3045017735732968,548
100,64,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,5.5768656730651855,5.76541010538737,0.23700956690565972,50.889606634775795,0.24200456786643484,549
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,5.57261594136556,5.7744364738464355,0.2172547052272916,51.325523694356285,0.23945011613249395,550
100,64,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,5.625739733378093,5.817136764526367,0.1549051680525947,51.21151804924011,0.35446658717415447,551
100,64,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,5.6775790850321455,5.822902997334798,0.26789152158747004,50.48535760243734,0.4008792061140777,552
50,64,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,5.756090799967448,5.918837706247966,0.18149393873283398,50.6939164797465,0.40356160627718174,553
150,64,<built-in method tanh of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,5.975543816884358,6.0490156809488935,0.24110879257797846,52.386562744776406,0.4615418077063259,554
50,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,6.08339262008667,6.165999571482341,0.15950280091109104,16.41601824760437,0.23609985827755509,555
150,64,<built-in method tanh of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,6.082496007283528,6.1752610206604,0.20550862627772357,51.741467237472534,0.13209750880127036,556
150,1219,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,6.073146025339763,6.190483729044597,0.10678430976161501,17.239278713862102,0.316654168205421,557
50,64,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,6.061075369517009,6.2220760981241865,0.13766001203749947,50.88576181729635,0.13262249805647958,558
150,64,<built-in method tanh of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,6.133258660634358,6.228198687235515,0.34519733432834154,51.326945304870605,0.5198698406426726,559
50,64,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,6.116521040598552,6.234205722808838,0.2552006834383016,50.596684217453,0.32743772893151724,560
50,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,6.151937166849772,6.234775384267171,0.1651036125375758,16.24517059326172,0.20466205208823382,561
150,1219,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,6.100362300872803,6.240823904673259,0.21930860253650378,16.871730883916218,0.29992305469348257,562
150,1219,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,6.038150946299235,6.243738651275635,0.07265551819267474,17.059046586354572,0.17412627285755425,563
100,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,6.222514470418294,6.2952033678690595,0.16458293521152828,34.21836225191752,0.2048709728054408,564
100,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,6.263906160990397,6.323301474253337,0.1978784659072887,34.04249493281046,0.30115883453196446,565
50,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,6.237048308054606,6.327643235524495,0.296738773959904,16.541492303212483,0.30600589963574465,566
100,1219,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,6.218696276346843,6.388453642527263,0.06878096412993899,16.835121313730877,0.4292066940644049,567
100,1219,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,6.252510229746501,6.411681652069092,0.17513162716449354,16.719808022181194,0.2851722608797335,568
100,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,6.371124108632405,6.437449773152669,0.19149088213103715,34.08653545379639,0.32571651455878314,569
100,1219,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,6.362289587656657,6.4953664143880205,0.09699524860663168,16.887357711791992,0.298517728190038,570
50,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,6.489145914713542,6.561772505442302,0.16803490035994514,33.56668575604757,0.25191267045637605,571
50,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,6.497913996378581,6.5959475835164385,0.17395714697892098,33.73702843983968,0.33473160575698674,572
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,6.617890199025472,6.675839265187581,0.14913283294447763,51.18591777483622,0.18428948741845383,573
50,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,6.603146235148112,6.6906782786051435,0.10024703756685542,33.80678335825602,0.15739196961272614,574
50,1219,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,6.54382864634196,6.723456859588623,0.1373221827958116,16.24813938140869,0.13827898609843747,575
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,6.68654187520345,6.74267053604126,0.08474550345379499,51.56322248776754,0.3032585998250637,576
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,6.730359395345052,6.7875135739644366,0.11566408850466879,51.68593613306681,0.09554382982020711,577
50,1219,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,6.650752067565918,6.796491940816243,0.09448493200386648,16.44339410463969,0.2790327461102731,578
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,6.819381237030029,6.9118703206380205,0.05657691261212353,34.18741647402445,0.1533347577770629,579
50,1219,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,6.773959477742513,6.954994519551595,0.046626487490422086,16.293575127919514,0.2618930103692846,580
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,6.879039446512858,6.9788737297058105,0.11371083740248948,51.389928579330444,0.22211051766528073,581
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,6.907087484995524,7.013902982076009,0.10547356229002211,34.39647618929545,0.0639155017018997,582
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,6.940356254577637,7.059903780619304,0.02380605133637139,50.988888581593834,0.3726805565799043,583
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,6.986892382303874,7.07158104578654,0.06190614050339699,34.30237229665121,0.19968548773196274,584
50,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,6.989187876383464,7.076280275980632,0.1514142723207068,16.62873911857605,0.30364378002713366,585
100,128,<built-in method tanh of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,7.026335716247559,7.096696376800537,0.14338361078135806,34.30326461791992,0.12066387994914801,586
100,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,7.093430995941162,7.1336595217386884,0.1541175445673223,50.57543230056763,0.22106619932812568,587
100,128,<built-in method tanh of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,7.093053976694743,7.174383322397868,0.016821629732853078,33.97177743911743,0.16967308094968211,588
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,7.104624589284261,7.201925277709961,0.08093470600548296,51.03205148379008,0.2996581083841015,589
100,128,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,7.0930962562561035,7.216296037038167,0.18746978317257304,33.923914988835655,0.2375758293093407,590
100,128,<built-in method tanh of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,7.108119646708171,7.216579119364421,0.11938161541646566,34.04614003499349,0.263322222583966,591
100,128,<built-in method relu of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,7.125906626383464,7.238845348358154,0.14682988377622144,34.178157806396484,0.02872980844159613,592
50,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,7.190603256225586,7.240837415059407,0.4177403140264306,16.418595870335896,0.3081501358570065,593
100,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,7.18408727645874,7.242883364359538,0.1642476219652851,50.761068185170494,0.07721240628486938,594
100,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.0001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,7.239702542622884,7.284740289052327,0.08970879827199528,50.53528221448263,0.15291649785345196,595
