#Units1,batch_size,activation,lr,max_epochs,optimizer,weight_decay,momentum,nesterov,mean_train_score,mean_val_score,std_train_score,mean_fit_time,std_fit_time,rank_val_score
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,3.021881421407064,3.5352365175882974,0.1619711674444493,34.23842096328735,0.2760457585833053,254
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,3.386966069539388,3.539179722468058,0.05946254626864813,34.41901032129923,0.2958573648471639,255
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,3.241821606953939,3.5393292903900146,0.11391375914362876,34.3416379292806,0.2710282470747899,256
50,64,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,3.3814873695373535,3.547302802403768,0.05270992313536627,50.608246644337974,0.1772452402975286,257
50,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,3.3749217987060547,3.5479310353597007,0.0934647738147676,16.56139326095581,0.24896304537705327,258
50,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,3.382502635320028,3.5505360762278237,0.07068115365583655,51.178140799204506,0.08271415189125512,259
50,64,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,3.396777788798014,3.5527142683664956,0.08060530621280958,50.96895400683085,0.323585048423878,260
50,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,3.375399112701416,3.5557901859283447,0.044382466775091604,16.443790276845295,0.28957789385098476,261
100,64,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,2.9240665435791016,3.555865923563639,0.010068742959591556,50.901086966196694,0.3184620842491024,262
50,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,3.3731534481048584,3.560770034790039,0.06496536839535776,16.311957836151123,0.1452048713307989,263
50,64,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,2.8796681563059487,3.561781326929728,0.23348824833722964,50.78227106730143,0.09113256103188686,264
150,64,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,3.366570313771566,3.5632086594899497,0.041439203153770414,51.72359148661295,0.41869931441363795,265
50,1219,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.273740530014038,3.5661002000172934,0.16449045355146552,16.335580825805664,0.30631207303247077,266
150,64,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,3.3762388229370117,3.5712437629699707,0.060692612593607594,51.704335848490395,0.363746905622943,267
50,64,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,3.402265787124634,3.574306011199951,0.07152365166094897,50.75926717122396,0.0656268861777595,268
150,64,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,3.3847232659657798,3.5763003826141357,0.05358409774247966,51.594103972117104,0.25163584541538725,269
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,3.158616542816162,3.57724396387736,0.24817418412511785,33.5061252117157,0.15724444502799143,270
100,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,3.4333282311757407,3.58150577545166,0.054748669187744,34.11253213882446,0.29194541428998727,271
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,3.314793507258097,3.5904019673665366,0.2746246969496464,33.50420109430949,0.19581877313427315,272
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,3.2825613021850586,3.59079376856486,0.1156721051488346,34.40583459536234,0.09694357024023108,273
100,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,3.1570465564727783,3.5937860012054443,0.14324549759832475,34.074997425079346,0.1300385128404147,274
100,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,3.4328126112620034,3.5962607065836587,0.051044380606156715,33.957274516423546,0.36180236478493194,275
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,3.1725589434305825,3.5995001792907715,0.13996668715247215,33.57699688275655,0.1960796774267057,276
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,3.1831651528676352,3.600694179534912,0.2852744568476889,33.565181493759155,0.20009050972333034,277
100,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,3.4313198725382485,3.6025752226511636,0.061653861799267906,34.220916986465454,0.30091874913029204,278
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,3.196680466334025,3.6093012491861978,0.07229350707127276,33.581926027933754,0.1987024788397723,279
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,3.084003130594889,3.6099257469177246,0.2722771154532186,33.59733176231384,0.22887125521606771,280
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,3.3228606383005777,3.6106340090433755,0.08730911284570057,51.41198833783468,0.14845055172754382,281
50,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,3.473905881245931,3.6201974550882974,0.058414572004281046,16.25033736228943,0.20342676084316366,282
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.3332772254943848,3.62424898147583,0.10744460292695066,34.3178022702535,0.2775190852934969,283
100,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,3.3522082964579263,3.625785986582438,0.0976534009329305,33.8866810798645,0.2421348155190007,284
100,64,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,2.849588314692179,3.6258767445882163,0.06691714148225457,50.9942094484965,0.30002952988572695,285
50,64,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,2.8977835178375244,3.6265183289845786,0.13718761427952245,50.636439085006714,0.3118561896758344,286
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,3.2063519954681396,3.6275923252105713,0.16304630043892984,33.55765199661255,0.22531918591373426,287
100,64,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,3.0631426175435386,3.6284635861714682,0.12849641536691936,51.1315503915151,0.07225747687934203,288
100,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,3.4501217206319175,3.6316216786702475,0.056799682599482405,34.087964137395225,0.2099829079214843,289
100,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,3.4669150511423745,3.6326929728190103,0.06007006571568765,17.214524189631145,0.3408940882797447,290
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,3.3536959489186606,3.6331305503845215,0.06547083211916524,51.26824712753296,0.14120654577843797,291
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,3.345237890879313,3.638215939203898,0.07553065094432279,51.37780817349752,0.18264506168826838,292
100,64,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,3.4648567040761313,3.6386403242746987,0.05331713398641825,51.413598696390785,0.2425675937124167,293
100,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,3.4678239822387695,3.6446696122487388,0.04308823814637329,17.533445358276367,0.3759575245847904,294
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,3.265269676844279,3.6455764770507812,0.041624403599203164,34.47425436973572,0.0807314115034008,295
50,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.5088213284810386,3.6471947034200034,0.055704859560463754,16.409079790115356,0.2569716139147068,296
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,3.519712209701538,3.6494669914245605,0.06749342523444765,34.61177102724711,0.07208692178947436,297
100,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,3.4707008997599282,3.653009573618571,0.05116349677989946,17.046036799748737,0.22472530365325194,298
100,64,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,3.494048754374186,3.6575820446014404,0.08328072350324729,51.260346015294395,0.3190744129132664,299
50,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,3.5087598959604898,3.663397947947184,0.06110186156663613,16.41701865196228,0.3237985104274193,300
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,3.525897264480591,3.6639766693115234,0.08184471210500142,34.38098915417989,0.276554631079287,301
100,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,3.386906464894613,3.6664603551228843,0.12695879005902488,34.1909339427948,0.07437726170269801,302
150,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,3.516589959462484,3.6698695023854575,0.06550146091706674,34.59063720703125,0.32042930020889193,303
100,64,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,3.5001089572906494,3.670247475306193,0.026411980002780226,51.234501918156944,0.3384866926133889,304
100,64,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,3.3971259593963623,3.673902750015259,0.09042929614393866,50.27495718002319,0.2628311197595866,305
100,64,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,2.7406086126963296,3.676591396331787,0.26692060526271627,50.88864278793335,0.209223304872343,306
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,2.92301877339681,3.6867148081461587,0.21577602684023758,51.36103502909342,0.4627027216296981,307
150,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,3.5599334239959717,3.6900857289632163,0.06329213042093566,34.41438619295756,0.2731811584983813,308
50,64,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.1238812605539956,3.6980324586232505,0.1577302157453136,50.6562754313151,0.24228620485414326,309
150,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,3.5286532243092856,3.6989375750223794,0.05039598680103857,34.521697680155434,0.2670105872619704,310
150,64,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,3.5362866719563804,3.7038230895996094,0.07949405263160698,51.83585707346598,0.15504130876592376,311
100,64,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,3.4708497524261475,3.706735531489054,0.13508643200667503,50.935083866119385,0.25815692910524785,312
100,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,3.576078255971273,3.7081753412882485,0.04962636748090831,51.286701361338295,0.15797006255896207,313
150,64,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,3.536038955052694,3.7089566389719644,0.05355868849592119,51.482839504877724,0.27802193069057685,314
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,2.817485491434733,3.709120273590088,0.15547193622265224,51.38235894838969,0.3676466781304902,315
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,3.4655303160349527,3.7138561407725015,0.098179391371873,33.62491234143575,0.2904449633511453,316
150,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,3.5257510344187417,3.714404026667277,0.06302795911794666,17.674105008443195,0.5057768826354325,317
150,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,3.5358200073242188,3.716663916905721,0.059399474096040863,17.577935775121052,0.23932930966336766,318
100,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,3.5772484143575034,3.7174301942189536,0.06357362943123983,50.94042261441549,0.42811472969786435,319
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.049362579981486,3.7177019913991294,0.23716041061383256,34.20975160598755,0.2542924632924745,320
150,64,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,3.5532970428466797,3.7204954624176025,0.05203971262706402,51.59804439544678,0.34270680492071137,321
150,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,3.551141341527303,3.724920670191447,0.03940831530724412,34.670525550842285,0.3384392430691829,322
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,3.2601492404937744,3.729590892791748,0.12506173547265478,34.22747524579366,0.2835681814194519,323
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.197141965230306,3.729862689971924,0.19700654030037393,33.65242067972819,0.09536466753298425,324
150,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,3.5623064041137695,3.734385331471761,0.08540955294285242,17.33712402979533,0.3728270976193025,325
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,3.3079164028167725,3.734650452931722,0.12392273473096918,33.64370449384054,0.09173585201442158,326
100,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.4574188391367593,3.7376935482025146,0.2573954336746684,33.96677883466085,0.25748998679462165,327
150,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,3.026987870534261,3.7474010785420737,0.15052347363979968,34.290711085001625,0.3118308355477986,328
50,64,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,3.5098370711008706,3.748957395553589,0.09645066327514924,50.00363357861837,0.22060001502997997,329
100,64,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,3.4912703037261963,3.749197800954183,0.16211302412073655,50.655638456344604,0.1876484813044334,330
100,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.6078426837921143,3.7519026597340903,0.0637897222241725,51.060488859812416,0.3140046026981842,331
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.544824997584025,3.7913784186045327,0.0727174979245291,33.74736293156942,0.0922034976618323,332
100,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,3.6375443935394287,3.795081535975138,0.033240833674870615,17.12319564819336,0.05334629800127904,333
100,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,3.6375266710917153,3.7956952253977456,0.051415530675432336,17.037218888600666,0.277683477781134,334
50,64,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,3.5898354053497314,3.7976596355438232,0.17818187468120608,50.44243232409159,0.1167412701635315,335
150,1219,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,3.5727206071217856,3.80474058787028,0.09679888854252815,17.35037390391032,0.5484566539930261,336
50,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,3.6633134682973227,3.8074820836385093,0.03600704486245066,16.649082978566486,0.2692529814732361,337
150,1219,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,3.5888639291127524,3.8126030762990317,0.12491297739804962,17.23018519083659,0.3451390447214398,338
50,128,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,3.5925605297088623,3.81877334912618,0.12447349402321563,33.41899228096008,0.2506736070727158,339
100,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,3.686436573664347,3.8241074879964194,0.0433659773225441,34.06031886736552,0.1854950750691306,340
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,2.915673812230428,3.82816219329834,0.25235064926926054,51.300687313079834,0.07120544484964521,341
100,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,3.239006201426188,3.8308726946512857,0.2712395818829505,34.13220270474752,0.08947809306882527,342
100,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,3.7159056663513184,3.8353168964385986,0.038492725033525035,34.28067978223165,0.18635498198903447,343
50,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,3.701733191808065,3.8362294832865396,0.08724116742451571,33.60578862826029,0.2215751828501078,344
50,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,3.691246271133423,3.8367538452148438,0.02026139331951331,16.548470497131348,0.24803828377545725,345
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,2.970130681991577,3.8387139638264975,0.5140625473667753,51.351633151372276,0.3540986028684438,346
100,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,3.7024429639180503,3.840698798497518,0.03780345333999559,34.185530026753746,0.3184093891963052,347
50,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,3.704707066218058,3.847214142481486,0.06878847044395488,33.5271581808726,0.27755218379229135,348
100,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,3.6964049339294434,3.847851276397705,0.04518369013712426,17.050902366638184,0.1339030532142556,349
150,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,True,3.7020371754964194,3.84788179397583,0.04530721009441129,17.21891498565674,0.26240085893461657,350
150,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,3.7026389439900718,3.857753038406372,0.0511581068308811,17.486725966135662,0.41103223099411035,351
150,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,True,3.712237993876139,3.8606284459431968,0.062456740760752666,17.251526196797688,0.49135473823357984,352
50,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,3.7304598490397134,3.8612409432729087,0.11600918708245797,33.80326263109843,0.03698104586765241,353
100,128,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.2746431827545166,3.8691627184549966,0.17104127084394094,33.95817494392395,0.24824453643619349,354
50,1219,<built-in method tanh of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.2,True,3.703134298324585,3.8700812657674155,0.06433566025767272,16.423301140467327,0.3169458645462416,355
50,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,3.756066004435221,3.8755598068237305,0.04013057352259104,33.603628158569336,0.1209623964825617,356
100,1219,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,3.6703147093454995,3.8777260780334473,0.12526805776851763,16.77977458635966,0.2648249814302581,357
50,64,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,3.6362688541412354,3.8799983660380044,0.04063411805315864,50.544356187184654,0.3014126496610132,358
150,1219,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,3.644572099049886,3.8801657358805337,0.09084720168102225,17.643933534622192,0.47448507003054496,359
150,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,3.7457315921783447,3.8816014925638833,0.0499813976329988,34.51257173220316,0.24550556000841717,360
50,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,3.787353277206421,3.883272171020508,0.06273073916544789,33.59148065249125,0.23965968803233378,361
150,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,3.7407073974609375,3.889138619105021,0.03354213521610382,34.686292250951134,0.34277199869626673,362
50,128,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.782177448272705,3.8917357126871743,0.0640585407659871,33.409064531326294,0.40290468693909615,363
150,128,<built-in method tanh of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.4,True,3.764558792114258,3.8919523557027182,0.06362185340810395,34.73331832885742,0.23177622199829387,364
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,3.7641940116882324,3.892138957977295,0.07402708387304303,51.533153216044106,0.42816720752429205,365
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,3.766979217529297,3.892193635304769,0.07579432516822333,51.6801331837972,0.13461521288968123,366
100,64,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,2.9902091026306152,3.8979032834370932,0.4166584419947242,51.210470835367836,0.12567301004954898,367
100,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,True,3.789677460988363,3.916767438252767,0.0667518666560098,16.878543376922607,0.28046772506085527,368
100,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,True,3.7931708494822183,3.9174338976542153,0.06084201752574198,16.90162142117818,0.2803460163212209,369
100,1219,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,3.693348010381063,3.926274379094442,0.1459504838743514,16.904849131902058,0.2332748658017642,370
100,1219,<built-in method sigmoid of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.815279483795166,3.9359384377797446,0.06486131309254525,17.00906729698181,0.30763891701632107,371
50,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,True,3.8086393674214682,3.9369448026021323,0.06886664421076151,50.28361757596334,0.1900382151865491,372
50,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.6,True,3.833488702774048,3.9474610487620034,0.06930078650348101,50.76172971725464,0.241987734212775,373
50,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,3.8233776092529297,3.9492732683817544,0.07961070069329472,50.41588250796,0.2752869231142456,374
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,True,3.7029969692230225,3.955148140589396,0.12080226914698496,51.36818416913351,0.14999330643087538,375
150,64,<built-in method sigmoid of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.8,True,3.8376871744791665,3.9597202142079673,0.06787605733198669,51.4755597114563,0.3723768061188319,376
100,1219,<built-in method relu of type object at 0x7fd97539d780>,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,True,3.7419285774230957,3.9661223888397217,0.12647153658955398,16.7585027217865,0.3791881280500084,377
150,64,<built-in method relu of type object at 0x7fd97539d780>,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.001,0.4,True,3.7382291158040366,3.9669928550720215,0.11173346956452994,51.1483469804128,0.26366285212958895,378
