#Units1,#Units2,activation,batch_size,lr,max_epochs,optimizer,weight_decay,momentum,mean_train_score,mean_val_score,std_train_score,mean_fit_time,std_fit_time,rank_val_score
50,20,<built-in method tanh of type object at 0x7f9e915a4780>,64,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,1.8712251583735149,3.1289573510487876,0.019841763016729245,86.66608293851216,0.3183937894115978,91
50,10,<built-in method sigmoid of type object at 0x7f9e915a4780>,128,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,2.937330881754557,3.1294838587443032,0.0959691750421572,57.14957412083944,0.34718918213023753,92
50,10,<built-in method relu of type object at 0x7f9e915a4780>,64,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,2.502997636795044,3.1340765158335366,0.0750360367444,100.45784497261047,1.0795592182418816,93
30,20,<built-in method relu of type object at 0x7f9e915a4780>,64,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,2.5976030826568604,3.137129068374634,0.17968463701693985,87.06713302930196,0.69821790445988,94
30,20,<built-in method tanh of type object at 0x7f9e915a4780>,64,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,1.9753539164861043,3.1414899826049805,0.14139494903556574,86.55659325917561,0.43384902141488507,95
50,20,<built-in method tanh of type object at 0x7f9e915a4780>,128,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,2.331033945083618,3.145737568537394,0.14055981520635716,57.40338261922201,0.732845221410747,96
30,20,<built-in method relu of type object at 0x7f9e915a4780>,64,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,2.593255122502645,3.1535802682240806,0.14400238084939254,86.1298999786377,0.30890526245621547,97
50,10,<built-in method relu of type object at 0x7f9e915a4780>,64,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,2.7177462577819824,3.153708060582479,0.08559428796806505,111.41229526201884,0.6158742245747912,98
50,20,<built-in method tanh of type object at 0x7f9e915a4780>,128,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,1.9304695129394531,3.155825058619181,0.046529926375271896,57.10246300697327,0.8946654589134821,99
30,10,<built-in method tanh of type object at 0x7f9e915a4780>,1219,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,2.681995073954264,3.1574283440907798,0.05246235409248191,27.271538972854614,0.06825464504259551,100
30,20,<built-in method sigmoid of type object at 0x7f9e915a4780>,128,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,2.98445725440979,3.1593030293782554,0.061477643779867246,57.04401135444641,0.3802205760842291,101
30,10,<built-in method relu of type object at 0x7f9e915a4780>,64,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,2.6063920656840005,3.1663917700449624,0.12878888470798552,86.57831263542175,0.5633184360447879,102
50,20,<built-in method sigmoid of type object at 0x7f9e915a4780>,128,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,3.0080832640329995,3.175736586252848,0.06657945839581397,56.99055631955465,0.5406410203218923,103
50,20,<built-in method relu of type object at 0x7f9e915a4780>,64,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,2.556736787160238,3.177912473678589,0.075960381936275,86.43917727470398,0.2760239365304381,104
50,20,<built-in method relu of type object at 0x7f9e915a4780>,64,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,2.6962573528289795,3.188398838043213,0.08104587125943098,86.97025195757548,0.63712138760222,105
50,20,<built-in method sigmoid of type object at 0x7f9e915a4780>,128,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,3.029775540033976,3.190335988998413,0.07116927548474046,57.51434850692749,0.1487446637233252,106
50,10,<built-in method tanh of type object at 0x7f9e915a4780>,1219,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,2.7460885842641196,3.191115617752075,0.060409150104989984,27.415873209635418,0.33806589104461826,107
30,10,<built-in method relu of type object at 0x7f9e915a4780>,64,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,2.6604183514912925,3.1935046513875327,0.1458920890592774,85.87333408991496,0.8592838825514774,108
50,10,<built-in method relu of type object at 0x7f9e915a4780>,64,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,2.540058135986328,3.197782595952352,0.09170985356600898,109.5526651541392,2.8789280502049017,109
50,20,<built-in method relu of type object at 0x7f9e915a4780>,64,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,2.74197785059611,3.2050534089406333,0.1444610067838663,86.89914711316426,1.1051099507045574,110
30,20,<built-in method tanh of type object at 0x7f9e915a4780>,64,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.4,1.8877588113149006,3.2052791913350425,0.030885762952546796,87.04433552424113,0.5824691566148115,111
30,10,<built-in method tanh of type object at 0x7f9e915a4780>,64,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.2,2.268903970718384,3.2074745496114097,0.17971057887818503,86.87338598569234,0.9780086239340211,112
30,10,<built-in method tanh of type object at 0x7f9e915a4780>,1219,0.01,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,2.71711532274882,3.2110681533813477,0.11539482097913956,26.863818327585857,0.23263174672735362,113
50,10,<built-in method relu of type object at 0x7f9e915a4780>,64,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.6,2.742321173350016,3.2160484790802,0.10154292124150655,109.25874296824138,2.3310596685881553,114
50,20,<built-in method relu of type object at 0x7f9e915a4780>,128,0.001,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.8,2.7045466899871826,3.2216925621032715,0.13802537389417374,57.423089265823364,0.9581504371772344,115
30,20,<built-in method relu of type object at 0x7f9e915a4780>,64,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.6,2.8106726805369058,3.2223658561706543,0.1072626171295967,86.04900972048442,0.852842597012031,116
50,20,<built-in method relu of type object at 0x7f9e915a4780>,128,0.001,1000,<class 'torch.optim.sgd.SGD'>,1e-05,0.8,2.7258873780568442,3.2243359883626304,0.12674285908507327,57.29270521799723,0.5536059825136013,117
30,20,<built-in method sigmoid of type object at 0x7f9e915a4780>,128,0.01,1000,<class 'torch.optim.sgd.SGD'>,0.0001,0.2,3.0384395122528076,3.228385845820109,0.03494496560940177,57.561787048975624,0.48402766803058506,118
