,kernel,epsilon,C,gamma,mean_val_score,std_val_score,mean_train_score,std_train_score,rank_val_score,mean_fit_time
708,rbf,0.5,10,0.1,3.0756991075289624,0.1530332045885018,2.4279870166428594,0.062120138358670515,1,0.14128470420837402
732,rbf,1,10,0.1,3.0808863489065175,0.16180175033621932,2.5264737856889177,0.05785707722298808,2,0.1257451375325521
684,rbf,0.1,10,0.1,3.099244483937611,0.13694316706542145,2.372032613059745,0.06129042026555091,3,0.16301782925923666
660,rbf,0.05,10,0.1,3.105667549512232,0.1369602616459691,2.3676005363055688,0.060560985573725495,4,0.16544167200724283
636,rbf,0.01,10,0.1,3.111116738370175,0.13775359383067895,2.364853466525885,0.05973007456829942,5,0.1516570250193278
612,rbf,0.005,10,0.1,3.1118851718464935,0.13774541741070961,2.364604850078752,0.059670312298767354,6,0.19432655970255533
588,rbf,0.001,10,0.1,3.1124977226485053,0.1377177226193936,2.3644306484564357,0.05963969007187137,7,0.17876211802164713
564,rbf,0.0005,10,0.1,3.1125716676088673,0.13772305102518814,2.3644155529351614,0.0596344058072947,8,0.19188785552978516
540,rbf,0.0001,10,0.1,3.112624755327112,0.13771281982052402,2.3644083825411637,0.059634147353952956,9,0.1816557248433431
1257,rbf,1,1000,0.01,3.2746107242583467,0.12148058501692523,2.8693730876060637,0.05752485926311186,10,0.5099948247273763
996,rbf,1,100,0.1,3.2758434231927525,0.08456562282190211,2.0391552611872004,0.05576288342295069,11,0.4063711961110433
1233,rbf,0.5,1000,0.01,3.2805702600985214,0.10562730087160013,2.814590444997025,0.05806126109204775,12,0.5942232608795166
1209,rbf,0.1,1000,0.01,3.2988276654607773,0.10461853306132138,2.789226041874455,0.05634925440117692,13,0.6460955142974854
1185,rbf,0.05,1000,0.01,3.299616297333296,0.10365488002494147,2.7885881748474524,0.055444019459655984,14,0.638812780380249
1161,rbf,0.01,1000,0.01,3.3024495885676814,0.09934244391019094,2.788816000470138,0.05527079218366085,15,0.6868720054626465
1137,rbf,0.005,1000,0.01,3.3030590055096636,0.09902043452054747,2.7889052379184966,0.05531994963996617,16,0.7118608951568604
1113,rbf,0.001,1000,0.01,3.303497806470474,0.09883334907524959,2.78899473536971,0.05532739333060491,17,0.7214013735453287
1089,rbf,0.0005,1000,0.01,3.3035464755111774,0.09879505256734902,2.7890082001111396,0.0553348680597109,18,0.7364042599995931
1065,rbf,0.0001,1000,0.01,3.30359924317503,0.09877032850176075,2.78902431018278,0.05533789343601105,19,0.7445552349090576
972,rbf,0.5,100,0.1,3.305105171562069,0.12044854914325444,1.8173936832211934,0.06119055097738801,20,0.6176212628682455
276,rbf,0.0001,1,0.1,3.332159871324451,0.22072890996116842,3.0726826606131685,0.06878816407786524,21,0.11042332649230957
300,rbf,0.0005,1,0.1,3.332186808071564,0.22071724910753276,3.072690449916397,0.06879943431413986,22,0.10975281397501628
324,rbf,0.001,1,0.1,3.332188126240103,0.22073934890851912,3.07269480636347,0.06879817889989062,23,0.16829776763916016
348,rbf,0.005,1,0.1,3.332294675001512,0.2207783353446209,3.072773064079346,0.06889833073163816,24,0.10067399342854817
372,rbf,0.01,1,0.1,3.3325404992855407,0.22078633521450203,3.0728655825261235,0.06903448575585565,25,0.13480075200398764
396,rbf,0.05,1,0.1,3.3349614646961663,0.22014809705186233,3.0742597130907945,0.07005557778191061,26,0.13641277949015299
420,rbf,0.1,1,0.1,3.337809765092281,0.21824720014556442,3.075842025346562,0.07166221544737189,27,0.09735616048177083
444,rbf,0.5,1,0.1,3.345956985533159,0.21645808933986724,3.099913113359355,0.07327742098521083,28,0.07543253898620605
468,rbf,1,1,0.1,3.3534628782953404,0.22873254170873586,3.144652080556281,0.06964934311969473,29,0.06315048535664876
993,rbf,1,100,0.01,3.3585614456812323,0.10261990393012635,3.1701057487603084,0.04949217562725258,30,0.12929526964823404
969,rbf,0.5,100,0.01,3.3620079132689717,0.0992124749726234,3.1454054424249365,0.047238643460801095,31,0.1635610262552897
945,rbf,0.1,100,0.01,3.3719823236416624,0.09214055771029286,3.1365697926131504,0.043720765492921226,32,0.16975617408752441
948,rbf,0.1,100,0.1,3.373549505509631,0.15486704841840251,1.643016642743066,0.07233676441585485,33,0.790769100189209
921,rbf,0.05,100,0.01,3.374504125914474,0.09075716402717988,3.1374458125330076,0.04369446932179372,34,0.20557824770609537
897,rbf,0.01,100,0.01,3.3761136579333555,0.09294626941787278,3.1377166389139255,0.043476708476739866,35,0.20477986335754395
873,rbf,0.005,100,0.01,3.376475824691532,0.09317287888265181,3.137827457167186,0.04346412588515921,36,0.19938182830810547
849,rbf,0.001,100,0.01,3.376842296927833,0.09335531049840273,3.1379176561663886,0.043522595306170433,37,0.24085219701131186
825,rbf,0.0005,100,0.01,3.376848490632742,0.09338971213228553,3.137922164793055,0.043524759380249016,38,0.22545456886291504
801,rbf,0.0001,100,0.01,3.376867992195443,0.09340950828531293,3.137934696489142,0.04352282458745302,39,0.20844856897989908
924,rbf,0.05,100,0.1,3.3844153721519867,0.15579910383645446,1.6227027690183453,0.07278840599300296,40,0.9405045509338379
900,rbf,0.01,100,0.1,3.394656290136527,0.15736617618320503,1.6074859385114806,0.07361012444699466,41,1.0661935806274414
876,rbf,0.005,100,0.1,3.395930478906313,0.15770313144485135,1.6056986787921634,0.0737091442369473,42,1.117268721262614
852,rbf,0.001,100,0.1,3.3969851889515703,0.1579797435227632,1.604304896723934,0.07376542991759312,43,1.2483305931091309
828,rbf,0.0005,100,0.1,3.3971117240252418,0.15801250258081995,1.6041350570822832,0.07376856355850554,44,1.2753877639770508
804,rbf,0.0001,100,0.1,3.3972192963334256,0.15804875355001782,1.604040048388704,0.07377058240457893,45,1.3851244449615479
1230,rbf,0.5,1000,0.005,3.400086699851897,0.083429930953768,3.1270491030669674,0.042816261034842186,46,0.32051340738932294
1254,rbf,1,1000,0.005,3.401276225579583,0.0998046304902534,3.1554236311634,0.04954165896205645,47,0.2644209067026774
1206,rbf,0.1,1000,0.005,3.4248755074679003,0.08978892356480997,3.117571268235786,0.042684522525810294,48,0.34213415781656903
1182,rbf,0.05,1000,0.005,3.4264902131765083,0.08775571570376828,3.1157833560950743,0.04204275335071609,49,0.35011013348897296
1158,rbf,0.01,1000,0.005,3.429012000631284,0.08464741618589303,3.116326643591888,0.042683127894913915,50,0.3591427008310954
1134,rbf,0.005,1000,0.005,3.4290687691344797,0.08444931210401481,3.1164663401185635,0.0427285572875126,51,0.35106976826985675
1110,rbf,0.001,1000,0.005,3.4291724876556966,0.08428875959368841,3.116557501381751,0.042717867809876464,52,0.36037953694661456
1086,rbf,0.0005,1000,0.005,3.4291929471142466,0.08424703947012799,3.116567746177217,0.0427177211609635,53,0.37276721000671387
1062,rbf,0.0001,1000,0.005,3.429230447362936,0.084240016434182,3.1165788140397184,0.04271981780718396,54,0.3539268970489502
990,rbf,1,100,0.005,3.6083075239290126,0.11336452544813515,3.491540392291249,0.04330600528240798,55,0.12061611811319987
966,rbf,0.5,100,0.005,3.6109709481339567,0.10843849318282894,3.465392887732371,0.041883292311901923,56,0.1294078826904297
942,rbf,0.1,100,0.005,3.619074042416012,0.10766280606426121,3.4570827352468942,0.04433184335380456,57,0.12795535723368326
918,rbf,0.05,100,0.005,3.620118688787628,0.10766965196628119,3.458410678545913,0.04419215978709706,58,0.16651789347330728
894,rbf,0.01,100,0.005,3.6221121258270794,0.10930992238913201,3.4604927289253946,0.04259463783773229,59,0.14800413449605307
846,rbf,0.001,100,0.005,3.6222043782438873,0.10961255907530709,3.460786761376941,0.04252651280446696,60,0.1442991097768148
870,rbf,0.005,100,0.005,3.6222190953561437,0.1094302289488342,3.460704477711161,0.04255992197233467,61,0.15905213356018066
798,rbf,0.0001,100,0.005,3.622223161985385,0.10962989738066656,3.4608204765382937,0.042519498502254754,62,0.17218804359436035
822,rbf,0.0005,100,0.005,3.622232571962036,0.10963064975716848,3.4608078024281306,0.04252619475109779,63,0.1745924949645996
705,rbf,0.5,10,0.01,3.6843800611373596,0.1384894921354672,3.580108696667928,0.04791599535572743,64,0.10070967674255371
681,rbf,0.1,10,0.01,3.690898164545762,0.13284268356356138,3.5748145750873674,0.044867121440820855,65,0.11670732498168945
657,rbf,0.05,10,0.01,3.691305626412112,0.13245984106502473,3.5743548821925955,0.045124219967999236,66,0.12092709541320801
633,rbf,0.01,10,0.01,3.6939850407300194,0.13012741309294615,3.5759541867685622,0.04581550349242557,67,0.11156256993611653
609,rbf,0.005,10,0.01,3.6943465954115435,0.1302233617338101,3.576173679226772,0.045626126773905186,68,0.112610658009847
585,rbf,0.001,10,0.01,3.694511267449528,0.13031481945092163,3.5762955214110392,0.04541190859136461,69,0.10872356096903484
561,rbf,0.0005,10,0.01,3.694539341742434,0.13030386890900192,3.5763015502002014,0.04539805113819499,70,0.11500223477681477
537,rbf,0.0001,10,0.01,3.6945789404896208,0.13028696143506674,3.5763360091929286,0.04540972611410183,71,0.12203121185302734
729,rbf,1,10,0.01,3.6991519815667275,0.1353308379561121,3.606955957042581,0.049430495479706404,72,0.0953984260559082
1281,rbf,5,1000,0.01,3.795322916262227,0.052992570636234214,3.5694871365118686,0.1037647360375942,73,0.07576505343119304
1017,rbf,5,100,0.01,3.8379918303187126,0.1338061641462482,3.775307980011016,0.055891675897812236,74,0.055213371912638344
1227,rbf,0.5,1000,0.001,3.8436772686946044,0.12514873812869312,3.7319467357172385,0.04445605076579807,75,0.1367217699686686
1251,rbf,1,1000,0.001,3.8492633399510425,0.12657738546098954,3.7503266964303563,0.04525599156654421,76,0.12007625897725423
1203,rbf,0.1,1000,0.001,3.8531329080845445,0.13041300656715174,3.7305086644765204,0.03816144197961539,77,0.14984965324401855
1020,rbf,5,100,0.1,3.8546335507166787,0.16973695522321003,3.5598764960715332,0.04579208801290782,78,0.04195380210876465
1179,rbf,0.05,1000,0.001,3.8551376878487136,0.12597317107819186,3.731827075346582,0.04124457823615256,79,0.15652688344319662
1155,rbf,0.01,1000,0.001,3.855813983360155,0.12250996684697753,3.7333890667676655,0.04225749491074655,80,0.15539240837097168
1083,rbf,0.0005,1000,0.001,3.8559950533606817,0.12233330384427188,3.7336049587126507,0.04173072243721955,81,0.1383372942606608
1059,rbf,0.0001,1000,0.001,3.8560097954390122,0.12234567355140995,3.7336275135923565,0.041728315862736794,82,0.151490847269694
1107,rbf,0.001,1000,0.001,3.8560379970500054,0.12235927485540866,3.733601051225687,0.0417207803441541,83,0.1559015909830729
1131,rbf,0.005,1000,0.001,3.8560905382721535,0.12243688078561643,3.7336433963010496,0.041873496168092016,84,0.14846467971801758
1278,rbf,5,1000,0.005,3.8678346362159033,0.0998440824017033,3.7572222117432603,0.06248897959315894,85,0.06839243570963542
756,rbf,5,10,0.1,3.905490563408265,0.18359792450793777,3.720982949149414,0.07405118316236896,86,0.015347003936767578
1284,rbf,5,1000,0.1,3.9532455138520213,0.14261879746501457,3.5154275969090043,0.04909853627881568,87,0.0757123629252116
1260,rbf,1,1000,0.1,4.05488330576051,0.1630086516725071,1.5658379168755558,0.059838211433801296,88,2.73042885462443
1014,rbf,5,100,0.005,4.144671263886724,0.15109862969040783,4.080846493172019,0.06384078049100131,89,0.039429664611816406
1236,rbf,0.5,1000,0.1,4.179448377501632,0.2021786861927184,1.139285801937344,0.05611266887453206,90,3.943749189376831
654,rbf,0.05,10,0.005,4.205596852751617,0.14541586547789295,4.120637625614216,0.06743791500647783,91,0.12493499120076497
678,rbf,0.1,10,0.005,4.207516414861476,0.14844395430828347,4.122403117076003,0.06383219492164598,92,0.1013936201731364
630,rbf,0.01,10,0.005,4.208719734689162,0.14447412118353425,4.121204445330736,0.06848440221900465,93,0.09844851493835449
