,kernel,epsilon,C,gamma,mean_val_score,std_val_score,mean_train_score,std_train_score,rank_val_score,mean_fit_time
916,rbf,0.9,14,0.08,3.0039219594900644,0.0742114785568176,2.55499821170948,0.041625397718282185,1,0.17470908164978027
727,rbf,0.9,13,0.09,3.0040735834190375,0.08277696119086883,2.5190061504199166,0.0433445461473453,2,0.17422215143839517
726,rbf,0.9,13,0.08,3.004114474358369,0.0718709453791749,2.570051689407668,0.04171410228038191,3,0.16833758354187012
1106,rbf,0.9,15,0.08,3.0043288311928857,0.07667018487784902,2.5408939973067572,0.041641014518313736,4,0.18471670150756836
537,rbf,0.9,12,0.09,3.0043411275122307,0.08188135846574485,2.536054738864205,0.043923112555024804,5,0.17206184069315592
917,rbf,0.9,14,0.09,3.0045577795153595,0.0834811574920223,2.5033958682651978,0.043020679860296736,6,0.18246610959370932
746,rbf,1,13,0.09,3.004637035593737,0.08539836290211153,2.537527413540514,0.04377360852364202,7,0.1729560693105062
936,rbf,1,14,0.09,3.0050004863961903,0.08685087623023757,2.521822767190881,0.043369816466498796,8,0.17046435674031576
897,rbf,0.8,14,0.08,3.005131607354375,0.07218879449305765,2.5389354127603325,0.041598390391949264,9,0.18935187657674155
556,rbf,1,12,0.09,3.005151542535046,0.08392082609981145,2.5537788488436175,0.044272824007293786,10,0.16396681467692056
1107,rbf,0.9,15,0.09,3.005238687934167,0.0842592402185553,2.4888392343835246,0.042851367504329683,11,0.19491815567016602
347,rbf,0.9,11,0.09,3.0052712108630373,0.07921989413978625,2.554327074458805,0.04412710700059192,12,0.1699198087056478
1296,rbf,0.9,16,0.08,3.005394429999544,0.07825872796014427,2.5281777283465874,0.04169535664029327,13,0.18341779708862305
1126,rbf,1,15,0.09,3.0055086382805434,0.0876873932668288,2.507393963714445,0.04259466780968295,14,0.17877419789632162
728,rbf,0.9,13,0.1,3.005561297921894,0.08882492284447546,2.473509642387463,0.04290961130181278,15,0.18135627110799155
707,rbf,0.8,13,0.08,3.00566252465496,0.0704415072173416,2.554741233422289,0.042826339449886175,16,0.1894399325052897
745,rbf,1,13,0.08,3.005735547634526,0.07542694022688824,2.5857589385787416,0.0422534624939258,17,0.16447695096333823
1297,rbf,0.9,16,0.09,3.0058037531994852,0.08447907138150493,2.4751479122782256,0.04235854429788703,18,0.182965358098348
1316,rbf,1,16,0.09,3.0058168265440064,0.0876517456122909,2.4943560023721023,0.041583845143542575,19,0.1759954293568929
538,rbf,0.9,12,0.1,3.0058457362190363,0.08907280468668753,2.4916548449148253,0.04362799767126903,20,0.17704431215922037
536,rbf,0.9,12,0.08,3.005986470891456,0.0709680344758884,2.5859270356156023,0.042360686489795955,21,0.16841991742451987
1315,rbf,1,16,0.08,3.006054008553793,0.08117920809216161,2.5461769378709422,0.0427436265966022,22,0.17390799522399902
1125,rbf,1,15,0.08,3.0060792162848795,0.07993172549033396,2.5582743343935603,0.042807609238416346,23,0.16940530141194662
555,rbf,1,12,0.08,3.0060981013518755,0.07484757408553654,2.601453258960463,0.04176838653735591,24,0.15984622637430826
918,rbf,0.9,14,0.1,3.006133761387694,0.08917827226556214,2.456851820041789,0.04245229651771899,25,0.1893939177195231
935,rbf,1,14,0.08,3.0061653356996945,0.07809162421927254,2.571335328745585,0.042842853485491675,26,0.16916553179423013
1505,rbf,1,18,0.08,3.0063679167727444,0.08294988585975872,2.523387782767395,0.04260242132965707,27,0.1862809658050537
366,rbf,1,11,0.09,3.006744510190597,0.08125514640256302,2.571608812362146,0.04444936357024281,28,0.16412035624186197
1108,rbf,0.9,15,0.1,3.0067529870209078,0.08894183873894908,2.4414002036500384,0.04200740313000694,29,0.1883226235707601
348,rbf,0.9,11,0.1,3.006796732766676,0.08929872449893025,2.511430420542416,0.04469561493266681,30,0.17245992024739584
1087,rbf,0.8,15,0.08,3.006851659830282,0.0746733289427726,2.523837733866589,0.040879158413642674,31,0.19274266560872397
1295,rbf,0.9,16,0.07,3.006910455361542,0.06618367623248932,2.588492836880619,0.0377533805522653,32,0.18012166023254395
1487,rbf,0.9,18,0.09,3.0069166698788603,0.08520803379451697,2.4497791819908112,0.040825745199916046,33,0.19768158594767252
1695,rbf,1,19,0.08,3.0071970668084718,0.08326144731214456,2.512382988045468,0.042047421015714535,34,0.17797168095906576
708,rbf,0.8,13,0.09,3.0072051565993423,0.08124782035747169,2.5027584943877996,0.04360208279064503,35,0.19271024068196616
517,rbf,0.8,12,0.08,3.0073218988601997,0.0695424050893001,2.5713096196885292,0.04391230839975976,36,0.17365288734436035
1486,rbf,0.9,18,0.08,3.0073228372524334,0.08118332964554571,2.5043472926869623,0.041123759204954355,37,0.1965754826863607
518,rbf,0.8,12,0.09,3.0074177563364763,0.07928559182140005,2.519955324561374,0.044461545881640516,38,0.17751264572143555
365,rbf,1,11,0.08,3.007468691401304,0.07407267162627085,2.618364151392377,0.041680184734428055,39,0.15856424967447916
898,rbf,0.8,14,0.09,3.0074973213539518,0.08261451007313042,2.486118980124441,0.04260359348547896,40,0.18873421351114908
