rank_val_score,mean_val_score,std_val_score,mean_train_score,std_train_score,activation,batch_size,epochs,init_mode,learn_rate,momentum,nesterov,neurons_layer_1,neurons_layer_2,weight_decay,mean_fit_time
93,2.9401280085245767,0.057369365812208695,2.7704986731211343,0.02190374561011015,sigmoid,32,1000,glorot_uniform,0.001,0.8,True,70,30,0.0001,31.788180748621624
94,2.9481986363728843,0.047464234742180866,2.7886033058166504,0.03292000423443856,sigmoid,32,1000,glorot_uniform,0.001,0.8,True,130,30,0.0001,33.40894214312235
95,2.950148900349935,0.12950812754169716,1.7303970257441204,0.0658381848360928,sigmoid,64,1000,glorot_uniform,0.01,0.9,True,70,30,1e-05,20.18402663866679
96,2.950545152028402,0.10969534120678602,2.6326565742492676,0.0057323023778703824,tanh,32,1000,glorot_uniform,0.0001,0.9,True,70,30,1e-05,35.18173805872599
97,2.9508721033732095,0.05048700734218369,2.780087471008301,0.03320272876610398,sigmoid,64,1000,glorot_uniform,0.001,0.9,True,130,30,0.0001,22.40752871831258
98,2.9519298871358237,0.05625966814813734,2.4149648348490396,0.04345323255942654,tanh,64,1000,glorot_uniform,0.001,0.8,True,130,30,0.001,18.595652500788372
99,2.956723690032959,0.10215032558829451,2.3509358565012612,0.014461569192937123,sigmoid,128,1000,glorot_uniform,0.01,0.9,True,70,30,0.0003,13.035685300827026
100,2.9570837020874023,0.05138026987188258,2.686789353688558,0.04395646637374456,tanh,128,1000,glorot_uniform,0.001,0.7,True,70,30,0.0001,11.134185393651327
101,2.958811601003011,0.09898758792847707,2.365120013554891,0.040545029405115555,tanh,128,1000,glorot_uniform,0.001,0.9,True,130,30,0.001,11.63400705655416
102,2.960461457570394,0.09763879611185115,2.0279868443806968,0.02981920419806924,tanh,32,1000,glorot_uniform,0.001,0.8,True,130,30,0.0003,34.7271081606547
103,2.9649171829223633,0.09386285720435993,2.3346404234568277,0.048171780134237424,tanh,32,1000,glorot_uniform,0.001,0.7,True,130,30,0.001,34.688167095184326
104,2.9683263301849365,0.03424892271557693,2.6758833726247153,0.06901781841871295,tanh,32,1000,glorot_uniform,0.0001,0.9,True,70,30,0.0001,34.364649295806885
105,2.970059871673584,0.08346089645496109,2.5474390188852944,0.036126995638259704,tanh,64,1000,glorot_uniform,0.001,0.7,True,130,30,0.001,18.914668718973797
106,2.9719455242156982,0.1155387328768977,1.9562654097874959,0.042392312492360265,tanh,32,1000,glorot_uniform,0.001,0.8,True,70,30,0.0003,33.0594699382782
107,2.9721274375915527,0.048336109704275945,2.825122356414795,0.021010443801079196,sigmoid,64,1000,glorot_uniform,0.001,0.9,True,70,30,0.0003,21.82684548695882
108,2.973593791325887,0.09364952485357732,2.7340003649393716,0.050309672417345776,tanh,128,1000,glorot_uniform,0.001,0.7,True,70,30,1e-05,11.275204499562582
109,2.9738006591796875,0.10380740574646131,1.915717323621114,0.06386737170287432,tanh,64,1000,glorot_uniform,0.001,0.9,True,70,30,0.0003,17.857667525609333
110,2.981551011403402,0.0728311061994085,2.1491470336914062,0.024956341649324178,tanh,64,1000,glorot_uniform,0.001,0.9,True,130,30,0.001,18.290196975072224
111,2.9818023840586343,0.04484007669335024,2.6911818186442056,0.06136197046235242,tanh,32,1000,glorot_uniform,0.0001,0.9,True,70,30,0.0003,32.7593199412028
112,2.9849446614583335,0.10604083762928555,2.316526730855306,0.07976255927144918,sigmoid,32,1000,glorot_uniform,0.01,0.7,True,70,30,0.0003,32.297628243764244
113,2.9854582150777182,0.16525922775824664,2.065469821294149,0.020484549416347718,tanh,64,1000,glorot_uniform,0.001,0.9,True,70,30,0.001,17.904307047526043
114,2.986790657043457,0.0699348834361657,2.6231810251871743,0.017521453988612334,tanh,128,1000,glorot_uniform,0.001,0.8,True,70,30,0.001,11.10770559310913
115,2.9876922766367593,0.03954894285380245,2.835082451502482,0.031851302856561195,sigmoid,32,1000,glorot_uniform,0.001,0.8,True,70,30,0.0003,32.54605841636658
116,2.99487034479777,0.04707009672522536,2.8394779364267984,0.02659531492319921,sigmoid,32,1000,glorot_uniform,0.001,0.8,True,130,30,0.0003,32.36996523539225
117,2.9992862542470298,0.09286464513497115,2.7169411182403564,0.054398730854650384,tanh,32,1000,glorot_uniform,0.0001,0.9,True,130,30,0.0001,36.384783347447716
118,3.0008047421773276,0.12081200902565778,2.7511330445607505,0.03439003835522182,tanh,128,1000,glorot_uniform,0.001,0.7,True,130,30,1e-05,11.729805787404379
119,3.0043728351593018,0.10092526135945125,1.7759430408477783,0.08801245928477405,sigmoid,32,1000,glorot_uniform,0.01,0.8,True,70,30,1e-05,33.460981369018555
120,3.0078277587890625,0.06441666606017188,2.2540435791015625,0.027822381578408117,sigmoid,64,1000,glorot_uniform,0.01,0.9,True,130,30,0.0003,21.81785527865092
121,3.0107343991597495,0.10810559774528107,2.697971820831299,0.018072126773542276,tanh,32,1000,glorot_uniform,0.0001,0.9,True,130,30,0.0003,34.13657808303833
122,3.011943737665812,0.11215532212778773,2.6937307516733804,0.025927951057263202,tanh,32,1000,glorot_uniform,0.0001,0.9,True,130,30,1e-05,35.107913414637245
123,3.0120112101236978,0.04297874469030779,2.643584966659546,0.06853644382307615,tanh,128,1000,glorot_uniform,0.001,0.8,True,130,30,0.001,11.873313744862875
124,3.014922857284546,0.04455853635032551,2.854668219884237,0.03844436386354465,sigmoid,64,1000,glorot_uniform,0.001,0.9,True,130,30,0.0003,21.38579265276591
125,3.0186499754587808,0.0652140741991492,2.2673802375793457,0.04733892387356651,sigmoid,32,1000,glorot_uniform,0.01,0.8,True,130,30,0.0003,33.101396004358925
126,3.0217763582865396,0.041711572033930736,2.894502798716227,0.03071143800158006,sigmoid,32,1000,glorot_uniform,0.001,0.7,True,70,30,1e-05,32.20205235481262
127,3.0233634312947593,0.07469907898063642,1.7169272899627686,0.09120248709593433,tanh,128,1000,glorot_uniform,0.01,0.7,True,130,30,1e-05,11.922517617543539
128,3.0337092876434326,0.09938722335193985,2.778227170308431,0.032938709011926026,tanh,128,1000,glorot_uniform,0.001,0.7,True,130,30,0.0003,12.42838486035665
129,3.0396597385406494,0.055479657067296156,2.7716962496439614,0.04853135872583816,tanh,128,1000,glorot_uniform,0.001,0.7,True,130,30,0.0001,11.837258259455362
130,3.041201194127401,0.11721545400664408,1.9466160933176677,0.042055153250540676,sigmoid,32,1000,glorot_uniform,0.01,0.8,True,70,30,0.0001,31.677027225494385
131,3.0429207483927407,0.1101582648920755,2.0815154711405435,0.03984458974982824,tanh,32,1000,glorot_uniform,0.001,0.8,True,70,30,0.001,34.32515048980713
132,3.0448506673177085,0.10725151574931631,2.1338539918263755,0.022022923594576346,tanh,32,1000,glorot_uniform,0.001,0.8,True,130,30,0.001,35.05558721224467
133,3.0464816888173423,0.08700448412390498,1.8923019170761108,0.06527437612653501,sigmoid,64,1000,glorot_uniform,0.01,0.9,True,70,30,0.0001,19.902170260747273
134,3.051312526067098,0.07315688777665436,2.784384330113729,0.0745104772373254,tanh,128,1000,glorot_uniform,0.001,0.7,True,70,30,0.0003,11.4016592502594
135,3.0515664418538413,0.073858263397872,2.711861530939738,0.030291701928309794,sigmoid,64,1000,glorot_uniform,0.01,0.7,True,70,30,0.001,19.211357355117798
136,3.0521262486775718,0.04143678598805183,2.7751030127207437,0.059274995534390695,tanh,32,1000,glorot_uniform,0.0001,0.9,True,70,30,0.001,33.234766165415444
137,3.053560495376587,0.0664845188827202,2.856186548868815,0.04240282118423345,sigmoid,128,1000,glorot_uniform,0.01,0.7,True,70,30,0.001,13.523845116297403
138,3.053999423980713,0.11791124365597459,1.655946175257365,0.034876869603654846,tanh,128,1000,glorot_uniform,0.01,0.7,True,70,30,0.0001,11.109703461329142
139,3.0542185306549072,0.06692142865544096,2.9202638467152915,0.03834807836700819,sigmoid,32,1000,glorot_uniform,0.001,0.7,True,130,30,1e-05,33.48076621691386
140,3.055018981297811,0.1201541423862,1.6953707536061604,0.030943813420941216,tanh,128,1000,glorot_uniform,0.01,0.7,True,130,30,0.0001,11.81294051806132
141,3.0552238623301187,0.06639338941274855,2.920548756917318,0.03501345590417979,sigmoid,32,1000,glorot_uniform,0.001,0.7,True,70,30,0.0001,32.23633289337158
142,3.0561369260152182,0.047428709398133,1.876037875811259,0.04010291388265163,tanh,128,1000,glorot_uniform,0.01,0.7,True,130,30,0.0003,12.052083015441895
143,3.0568111737569175,0.09299768837539421,2.6695364316304526,0.053200520316614694,sigmoid,64,1000,glorot_uniform,0.01,0.8,True,70,30,0.001,21.35398467381795
144,3.0587435563405356,0.09179776288098578,2.8099390665690103,0.05091622376358499,sigmoid,128,1000,glorot_uniform,0.01,0.8,True,70,30,0.001,14.131169319152832
145,3.059133211771647,0.09902374030686678,1.7213355700174968,0.1471565672069313,tanh,128,1000,glorot_uniform,0.01,0.7,True,70,30,1e-05,11.128205140431723
