rank_val_score,mean_val_score,std_val_score,mean_train_score,std_train_score,activation,batch_size,epochs,init_mode,learn_rate,momentum,nesterov,param_neurons_layer_1,weight_decay,mean_fit_time
29,3.503636042277018,0.18905175760070442,3.143711725870768,0.1448911131481031,relu,64,300,glorot_uniform,0.01,0.9,True,80,0.01,1.5016051133473713
30,3.5044169425964355,0.1400768960966379,3.2854930559794107,0.1012898484214974,relu,64,300,glorot_uniform,0.01,0.2,True,40,0.001,1.4643896420796711
31,3.5100859006245932,0.11279449017314788,2.976567268371582,0.21333723662478554,relu,128,300,glorot_uniform,0.01,0.9,True,120,0.001,1.0305824279785156
32,3.512525717417399,0.020229953365965236,3.26492977142334,0.028788436390286467,relu,64,300,glorot_uniform,0.001,0.9,True,80,0.0001,1.5204478899637859
33,3.5248142878214517,0.017895913147502888,3.253308137257894,0.02188511341397057,relu,64,300,glorot_uniform,0.001,0.9,True,120,0.0001,1.5844385623931885
34,3.530201037724813,0.1246067425894384,3.149164915084839,0.1037424288291302,relu,256,300,glorot_uniform,0.01,0.9,True,120,0.001,1.0899373690287273
35,3.5451141198476157,0.08114030473795195,3.310451030731201,0.07208389301866071,relu,64,300,glorot_uniform,0.01,0.0,True,120,0.001,1.5165468056996663
36,3.5546350479125977,0.00257553625989569,3.2940642833709717,0.012211191857856905,relu,64,300,glorot_uniform,0.001,0.9,True,120,0.001,1.5527886549631755
37,3.558976491292318,0.05441483308317842,3.308538277943929,0.013253069393165562,relu,64,300,glorot_uniform,0.001,0.9,True,80,0.001,1.5480866432189941
38,3.5632124741872153,0.017511707839809505,3.3133039474487305,0.039423891516217904,relu,64,300,glorot_uniform,0.01,0.0,True,120,0.0001,1.4981534481048584
39,3.5652204354604087,0.091215796069978,3.2960404555002847,0.08062471755692842,relu,256,300,glorot_uniform,0.01,0.9,True,80,0.01,0.8757256666819254
40,3.5662927627563477,0.11976980701795298,3.303300142288208,0.07231297283016665,relu,256,300,glorot_uniform,0.01,0.9,True,120,0.01,1.1278421878814697
41,3.5742717583974204,0.03322591294666348,3.331453561782837,0.036374061064365484,relu,64,300,glorot_uniform,0.001,0.9,True,40,0.001,1.4992070992787678
42,3.5756316979726157,0.19296794056579952,3.308499574661255,0.20551828903145863,relu,64,300,glorot_uniform,0.01,0.4,True,40,0.001,1.4558689594268799
43,3.5889014403025308,0.038189177591620826,3.3437028725941977,0.07247688058735785,relu,64,300,glorot_uniform,0.01,0.4,True,80,0.01,1.5072789192199707
44,3.596511205037435,0.06156231503129253,3.273455778757731,0.03009700421481871,relu,64,300,glorot_uniform,0.01,0.9,True,40,0.01,1.4573561350504558
45,3.5985584259033203,0.0645520423015073,3.2489596207936606,0.06313199498725641,relu,128,300,glorot_uniform,0.01,0.9,True,120,0.01,1.0281602541605632
46,3.60838516553243,0.05510348854462136,3.398716608683268,0.08646425668688645,relu,64,300,glorot_uniform,0.01,0.0,True,40,0.001,1.4423595269521077
47,3.6117189725240073,0.05961404726296449,3.115488131841024,0.12674121852954545,relu,128,300,glorot_uniform,0.1,0.9,True,120,0.001,1.0673035780588787
48,3.6148910522460938,0.029263375657427013,3.384735584259033,0.013796285281776685,relu,64,300,glorot_uniform,0.01,0.0,True,80,0.001,1.5095360279083252
49,3.6153003374735513,0.03373764912293601,3.3809402783711753,0.007244584923713951,relu,128,300,glorot_uniform,0.01,0.4,True,120,0.0001,1.031476577123006
50,3.617403984069824,0.03335536693501548,3.4001807371775308,0.03692527633309303,relu,64,300,glorot_uniform,0.01,0.2,True,120,0.01,1.584838072458903
51,3.617978811264038,0.05845632102861242,3.3993924458821616,0.029230566556340362,relu,128,300,glorot_uniform,0.01,0.4,True,40,0.001,0.9777780373891195
52,3.629939079284668,0.0631191807487742,3.3589866956075034,0.0716382684777552,relu,64,300,glorot_uniform,0.01,0.0,True,40,0.0001,1.4626046816507976
53,3.6328699588775635,0.035939797030366955,3.40201203028361,0.05881094904810946,relu,128,300,glorot_uniform,0.01,0.4,True,120,0.001,1.0275281270345051
54,3.6332141558329263,0.41421310426011143,3.2303171157836914,0.4414242484464491,relu,256,300,glorot_uniform,0.01,0.9,True,80,0.0001,0.8314914703369141
55,3.637749274571737,0.06790798298010647,3.4328601360321045,0.10942159372136376,relu,64,300,glorot_uniform,0.01,0.4,True,120,0.01,1.614597002665202
56,3.6399498780568442,0.06800473521132161,3.421302318572998,0.058693823978160524,relu,64,300,glorot_uniform,0.01,0.2,True,40,0.01,1.5147297382354736
57,3.6409315268198648,0.08688083305802025,3.434792915980021,0.04193162781639981,relu,64,300,glorot_uniform,0.01,0.4,True,40,0.01,1.4976733525594075
58,3.6462880770365396,0.04732045557084517,3.4785281817118325,0.07257564122107929,relu,64,300,glorot_uniform,0.01,0.2,True,80,0.01,1.5077643394470215
59,3.6551574071248374,0.23969384404288863,3.4460609753926597,0.19976064704651286,relu,256,300,glorot_uniform,0.01,0.9,True,40,0.01,0.8196104367574056
60,3.659106731414795,0.07322330802298847,3.2045857111612954,0.08815971267030688,relu,64,300,glorot_uniform,0.1,0.9,True,120,0.001,1.549259901046753
61,3.6651860078175864,0.1001350478727245,3.2830390135447183,0.16963571326454305,relu,128,300,glorot_uniform,0.01,0.9,True,40,0.01,0.9805285930633545
62,3.6686684290568032,0.007759083865418581,3.3985678354899087,0.026824483708382734,relu,128,300,glorot_uniform,0.01,0.4,True,40,0.0001,1.0160071055094402
63,3.6858205795288086,0.2942050684556793,3.3509932359059653,0.29516948996577025,relu,64,300,glorot_uniform,0.1,0.9,True,40,0.001,1.446908712387085
64,3.694575230280558,0.028864210229668407,3.445859750111898,0.053767725570314284,relu,128,300,glorot_uniform,0.01,0.4,True,80,0.0001,1.0394052664438884
65,3.699876626332601,0.10227196487709322,3.4616470336914062,0.093044243937144,relu,128,300,glorot_uniform,0.01,0.4,True,80,0.001,0.998458464940389
66,3.728160858154297,0.03228754763650133,3.5247910022735596,0.006923082642548361,relu,64,300,glorot_uniform,0.01,0.0,True,80,0.01,1.4886260827382405
67,3.7360623677571616,0.03808766874669887,3.5143532752990723,0.013910034836307568,relu,64,300,glorot_uniform,0.001,0.9,True,80,0.01,1.5341840585072835
68,3.7418229579925537,0.2221961838159598,3.3771377404530845,0.3134910582782266,relu,64,300,glorot_uniform,0.01,0.9,True,120,0.01,1.5822628339131672
69,3.7507332960764566,0.11885591829938415,3.6635241508483887,0.10608220048095611,relu,64,300,glorot_uniform,0.01,0.9,True,120,0.1,1.550277868906657
70,3.763682206471761,0.021455029130865902,3.554358879725138,0.03980626743590995,relu,64,300,glorot_uniform,0.01,0.0,True,40,0.01,1.4717285633087158
71,3.7707961400349936,0.03190729883965132,3.529919703801473,0.028152403718835865,relu,64,300,glorot_uniform,0.001,0.9,True,120,0.01,1.5422701040903728
72,3.7732351620992026,0.04212901935415298,3.5700364907582602,0.05247180226818876,relu,64,300,glorot_uniform,0.01,0.0,True,120,0.01,1.5461046695709229
73,3.7907790342966714,0.055589833409515683,3.6640713214874268,0.09084030033657597,relu,128,300,glorot_uniform,0.01,0.9,True,80,0.1,1.0293962955474854
74,3.7931602001190186,0.01693986248605867,3.580463409423828,0.017244082275110633,relu,64,300,glorot_uniform,0.001,0.9,True,40,0.01,1.5083832740783691
75,3.7957046826680503,0.14394521962822457,3.3477512200673423,0.12911242457330174,relu,64,300,glorot_uniform,0.1,0.9,True,80,0.001,1.5100142161051433
76,3.804198741912842,0.24400982609360033,3.191682974497477,0.20266332585789687,relu,64,300,glorot_uniform,0.1,0.9,True,40,0.0001,1.454074462254842
77,3.823065201441447,0.06735441314746386,3.3651139736175537,0.10527006616068056,relu,256,300,glorot_uniform,0.1,0.9,True,40,0.0001,0.7621986071268717
78,3.832762082417806,0.17860974216438325,2.8225491841634116,0.24724237128188178,relu,64,300,glorot_uniform,0.1,0.9,True,120,0.0001,1.5917152563730876
79,3.8386590480804443,0.02962300565038329,3.641602357228597,0.027439801595114183,relu,128,300,glorot_uniform,0.01,0.4,True,120,0.01,1.0823911031087239
80,3.8528152306874595,0.2731884210271158,3.412641684214274,0.2848541523446459,relu,128,300,glorot_uniform,0.1,0.9,True,40,0.0001,1.05781094233195
81,3.86728843053182,0.09070370994356597,3.7180864810943604,0.07154623203446925,relu,128,300,glorot_uniform,0.01,0.9,True,120,0.1,1.0736296971638997
82,3.871777375539144,0.030128470034739983,3.6638313929239907,0.02686583846156786,relu,128,300,glorot_uniform,0.01,0.4,True,40,0.01,1.0208273728688557
83,3.873084783554077,0.010471807895826288,3.6397116978963218,0.023963529226498245,relu,128,300,glorot_uniform,0.01,0.2,True,80,0.0001,1.0178380807240803
84,3.878091812133789,0.025283367594126402,3.656949996948242,0.042122134484791275,relu,128,300,glorot_uniform,0.01,0.2,True,80,0.001,1.054893175760905
85,3.9013129075368247,0.07458255788568201,3.6906068325042725,0.07010972562105024,relu,128,300,glorot_uniform,0.01,0.2,True,120,0.0001,1.0449194113413494
86,3.9063464800516763,0.02404679031381838,3.6779607137044272,0.013672735895152038,relu,128,300,glorot_uniform,0.01,0.2,True,120,0.001,1.0824220180511475
87,3.915149688720703,0.12355790131427535,3.7246007124582925,0.0921928719669755,relu,128,300,glorot_uniform,0.01,0.2,True,40,0.001,0.9749782085418701
88,3.9278931617736816,0.3424950054465329,3.276893695195516,0.3454410192944276,relu,128,300,glorot_uniform,0.1,0.9,True,120,0.0001,1.1210417747497559
89,3.9381876786549888,0.20922346459892674,3.2884058157602944,0.2804248700343533,relu,128,300,glorot_uniform,0.1,0.9,True,80,0.0001,1.0593274434407551
90,3.9513255755106607,0.12783194401301984,3.7169132232666016,0.10089867935643645,relu,1219,300,glorot_uniform,0.01,0.9,True,80,0.0001,0.7105535666147867
91,3.9539972146352134,0.04144000542819284,3.7204554875691733,0.03728718552723228,relu,1219,300,glorot_uniform,0.01,0.9,True,120,0.0001,0.8139354387919108
92,3.959871848424276,0.07557833914027047,3.7389609018961587,0.05724915253398848,relu,128,300,glorot_uniform,0.01,0.2,True,40,0.0001,0.9780686696370443
93,3.9605888525644937,0.29665379313087925,3.8178415298461914,0.34481720814582034,relu,128,300,glorot_uniform,0.01,0.9,True,40,0.1,1.0174169540405273
94,3.983564535776774,0.0894280240709401,3.8040576775868735,0.10548037119588806,relu,128,300,glorot_uniform,0.01,0.4,True,80,0.01,1.0125357309977214
95,4.014427264531453,0.2102873821335271,3.812251329421997,0.1549911626561675,relu,256,300,glorot_uniform,0.1,0.9,True,120,0.01,1.0438393751780193
96,4.03886612256368,0.16701052373786765,3.9164980252583823,0.11050182186972721,relu,64,300,glorot_uniform,0.1,0.9,True,120,0.01,1.581103801727295
97,4.048790534337361,0.07836118984927883,3.883967558542887,0.07651796492838234,relu,64,300,glorot_uniform,0.01,0.4,True,120,0.1,1.571029822031657
98,4.0662697950998945,0.048903242664006405,3.8592797120412192,0.019786169796807265,relu,1219,300,glorot_uniform,0.01,0.9,True,40,0.001,0.6545419692993164
99,4.066290219624837,0.024613338277923395,3.8595434029897056,0.030489227083152073,relu,128,300,glorot_uniform,0.01,0.0,True,80,0.0001,0.9802887439727783
100,4.069509029388428,0.02308145210976376,3.8646666208902993,0.01729786567011507,relu,128,300,glorot_uniform,0.01,0.0,True,120,0.001,1.0657041867574055
101,4.075144608815511,0.0761928687906388,3.8415280977884927,0.07641884417147372,relu,1219,300,glorot_uniform,0.01,0.9,True,120,0.001,0.7649261951446533
102,4.076689084370931,0.004697223789063576,3.9023796717325845,0.04682642748422108,relu,128,300,glorot_uniform,0.01,0.0,True,40,0.001,0.9490250746409098
103,4.078378995259603,0.036918976212128043,3.8795531590779624,0.03357150093547648,relu,128,300,glorot_uniform,0.01,0.2,True,120,0.01,1.080865701039632
104,4.0814469655354815,0.33183828195105886,3.894642988840739,0.22869964838106657,relu,64,300,glorot_uniform,0.1,0.9,True,80,0.01,1.503097693125407
105,4.09781281153361,0.015537840005160234,3.8806827068328857,0.014403880462555944,relu,128,300,glorot_uniform,0.01,0.0,True,120,0.0001,1.0573403040568035
106,4.099036931991577,0.35139702144557206,3.8926761150360107,0.4185803417583564,relu,128,300,glorot_uniform,0.1,0.9,True,40,0.001,1.0121543407440186
107,4.099292119344075,0.06842043480246192,3.901210149129232,0.04814569769872903,relu,128,300,glorot_uniform,0.001,0.9,True,80,0.0001,1.0859649181365967
108,4.100680828094482,0.013793628609738198,3.883260488510132,0.019022636252672066,relu,128,300,glorot_uniform,0.001,0.9,True,120,0.0001,1.0762284596761067
109,4.109456698099772,0.011966593474100961,3.9159226417541504,0.014936649128941708,relu,128,300,glorot_uniform,0.001,0.9,True,80,0.001,1.0466632048288982
110,4.111488580703735,0.178297459082204,3.9676411151885986,0.19835113006919108,relu,64,300,glorot_uniform,0.01,0.4,True,80,0.1,1.5455628236134846
111,4.115305105845134,0.01310832133768402,3.928524971008301,0.015100677524496574,relu,128,300,glorot_uniform,0.01,0.0,True,80,0.001,0.9856553872426351
112,4.122433662414551,0.025984756253045384,3.923070748647054,0.026904339443516383,relu,128,300,glorot_uniform,0.01,0.2,True,80,0.01,1.004473606745402
113,4.122558116912842,0.09864977146117782,3.8944617907206216,0.06477376691122373,relu,1219,300,glorot_uniform,0.01,0.9,True,80,0.001,0.7441098690032959
114,4.123573462168376,0.049727846816591086,3.9274121125539145,0.01869955377234395,relu,256,300,glorot_uniform,0.01,0.4,True,120,0.0001,1.3193926016489665
115,4.133930206298828,0.03235648429599574,4.025574207305908,0.050645028448019255,relu,64,300,glorot_uniform,0.01,0.2,True,120,0.1,1.5495740572611492
116,4.134500185648601,0.05499950097755974,3.921786626180013,0.08357226700346782,relu,1219,300,glorot_uniform,0.01,0.9,True,40,0.0001,0.7008794148763021
117,4.145113309224446,0.066100548835306,3.9688880443573,0.042777589446934015,relu,256,300,glorot_uniform,0.01,0.4,True,80,0.001,0.781526247660319
118,4.146791855494182,0.4276957230092995,3.9771257241566977,0.3898422031432624,relu,64,300,glorot_uniform,0.01,0.9,True,40,0.1,1.511092185974121
119,4.14710013071696,0.0624049815410389,3.964932839075724,0.055355675239963174,relu,256,300,glorot_uniform,0.01,0.4,True,120,0.001,0.8659674326578776
120,4.148074309031169,0.06736278777224017,3.927952845891317,0.04173155249456688,relu,128,300,glorot_uniform,0.001,0.9,True,40,0.001,1.020866870880127
121,4.160942713419597,0.28757877455454967,4.065826416015625,0.31051164107871765,relu,256,300,glorot_uniform,0.01,0.9,True,120,0.1,1.2434430122375488
122,4.161768754323323,0.05066865694839222,3.929011821746826,0.054011551329625034,relu,128,300,glorot_uniform,0.01,0.0,True,40,0.0001,0.9474914868672689
123,4.162059307098389,0.1272157656318162,4.021099090576172,0.11826361690981456,relu,64,300,glorot_uniform,0.01,0.2,True,40,0.1,1.5870064894358318
124,4.1677939891815186,0.28804612293562637,4.045010407765706,0.3528115359751628,relu,64,300,glorot_uniform,0.01,0.9,True,80,0.1,1.5378093719482422
125,4.170793692270915,0.016958269285834476,3.953291177749634,0.029538195178776965,relu,128,300,glorot_uniform,0.001,0.9,True,120,0.001,1.0342626571655273
126,4.180271466573079,0.035778765523668515,3.9674251079559326,0.01834116730741991,relu,256,300,glorot_uniform,0.01,0.4,True,80,0.0001,1.0138053099314372
127,4.181730588277181,0.08484335949112833,4.089845180511475,0.06063906097792399,relu,64,300,glorot_uniform,0.01,0.4,True,40,0.1,1.4953210353851318
128,4.1898887157440186,0.21530320026717398,4.110795895258586,0.24418184951541408,relu,256,300,glorot_uniform,0.01,0.9,True,40,0.1,0.7735257943471273
129,4.196010748545329,0.08876301454467295,3.3100817998250327,0.019577799928259823,relu,64,300,glorot_uniform,0.1,0.9,True,80,0.0001,1.5396682421366374
130,4.196421384811401,0.28767250806371164,3.634003480275472,0.25695041272958236,relu,256,300,glorot_uniform,0.1,0.9,True,120,0.001,1.0945921738942463
131,4.2086145877838135,0.38881059630457204,3.794915040334066,0.4567758679758497,relu,256,300,glorot_uniform,0.1,0.9,True,80,0.001,0.9140193462371826
132,4.210982481638591,0.08221490099964367,3.9852278232574463,0.02944435129145786,relu,128,300,glorot_uniform,0.001,0.9,True,40,0.0001,0.9726467132568359
133,4.239738941192627,0.08645632519312997,4.1059824625651045,0.13215658752438428,relu,64,300,glorot_uniform,0.01,0.2,True,80,0.1,1.560376246770223
134,4.239847342173259,0.0366318755171511,4.0276749928792315,0.01654300984273292,relu,256,300,glorot_uniform,0.01,0.4,True,40,0.001,0.8070206642150879
135,4.243025461832683,0.0767684712687329,4.046355565388997,0.04002353526631584,relu,256,300,glorot_uniform,0.01,0.4,True,40,0.0001,0.7644046942392985
136,4.248834451039632,0.1291146518037805,4.051278591156006,0.09545893741048708,relu,1219,300,glorot_uniform,0.01,0.9,True,40,0.01,0.6627434889475504
137,4.250026861826579,0.11151414687776189,4.24820613861084,0.17228284746399558,relu,64,300,glorot_uniform,0.1,0.9,True,40,0.01,1.4896331628163655
138,4.250536759694417,0.08460957299671518,4.070768276850383,0.11122646834835467,relu,128,300,glorot_uniform,0.01,0.2,True,40,0.01,1.0229133764902751
139,4.26077397664388,0.0684026897697684,4.074797948201497,0.03769532267492562,relu,128,300,glorot_uniform,0.01,0.0,True,120,0.01,1.0232899983723958
140,4.269850254058838,0.1318801102887085,4.056147416432698,0.12209643926665259,relu,1219,300,glorot_uniform,0.01,0.9,True,120,0.01,0.7722384134928385
141,4.269929726918538,0.037831397145969434,4.124446551005046,0.033202820447751635,relu,64,300,glorot_uniform,0.001,0.9,True,120,0.1,1.5947950681050618
142,4.274049599965413,0.3216541795003343,4.022182941436768,0.27050092043546625,relu,64,300,glorot_uniform,0.3,0.0,True,80,0.001,1.5212779839833577
143,4.275468667348226,0.10012609013976712,4.0644097328186035,0.08207720380227021,relu,1219,300,glorot_uniform,0.01,0.9,True,80,0.01,0.7128837903340658
144,4.2777886390686035,0.06422464518968986,4.1264262199401855,0.07362590179003123,relu,64,300,glorot_uniform,0.001,0.9,True,80,0.1,1.5417831738789876
145,4.284513473510742,0.03271704230863436,4.115611553192139,0.07340989132229268,relu,128,300,glorot_uniform,0.001,0.9,True,40,0.01,0.9752564430236816
146,4.286854426066081,0.08560961767334438,4.104190826416016,0.06123839224489209,relu,128,300,glorot_uniform,0.01,0.0,True,40,0.01,0.9965059757232666
147,4.292157014211019,0.09339237694483507,4.144941488901774,0.10896969512062728,relu,64,300,glorot_uniform,0.001,0.9,True,40,0.1,1.4618186155954997
148,4.2933281262715655,0.4082127804268777,4.170341730117798,0.392177885169099,relu,128,300,glorot_uniform,0.1,0.9,True,120,0.01,1.069250504175822
149,4.3014020919799805,0.05639528408229381,4.106107711791992,0.02327834732010166,relu,128,300,glorot_uniform,0.001,0.9,True,120,0.01,1.0351630051930745
150,4.308688958485921,0.02561451144636459,4.168123881022136,0.029759994523890484,relu,64,300,glorot_uniform,0.01,0.0,True,80,0.1,1.6466372807820637
151,4.310918807983398,0.05376611110765871,4.116757074991862,0.018874311685662053,relu,128,300,glorot_uniform,0.01,0.0,True,80,0.01,1.0318884054819744
152,4.31338103612264,0.33945762386146017,3.843879063924154,0.4378120196914807,relu,128,300,glorot_uniform,0.1,0.9,True,80,0.001,1.2891870339711506
153,4.332183678944905,0.06979988605724093,4.134805838267009,0.043359632162035075,relu,128,300,glorot_uniform,0.001,0.9,True,80,0.01,1.057509183883667
154,4.332596619923909,0.08515741439561571,4.143934726715088,0.04860012866549183,relu,256,300,glorot_uniform,0.01,0.4,True,120,0.01,0.8481767177581787
155,4.334378560384114,0.028517886956985063,4.205092906951904,0.025425132854358126,relu,64,300,glorot_uniform,0.01,0.0,True,120,0.1,1.506217400232951
156,4.353882630666097,0.28916879130339823,4.227657159169515,0.26408602327915026,relu,256,300,glorot_uniform,0.1,0.9,True,80,0.01,0.8650648593902588
157,4.376685778299968,0.08511153480705942,4.26627763112386,0.1024675991941059,relu,128,300,glorot_uniform,0.01,0.4,True,80,0.1,1.0521902243296306
158,4.378077030181885,0.10589161444118546,4.212742805480957,0.06740584768461143,relu,256,300,glorot_uniform,0.01,0.4,True,80,0.01,0.8451738357543945
159,4.382574558258057,0.042532245955130936,4.213586807250977,0.03262005289113786,relu,256,300,glorot_uniform,0.01,0.2,True,80,0.0001,1.0784663359324138
160,4.392486095428467,0.5123225411011374,4.140700340270996,0.5261364101307537,relu,64,300,glorot_uniform,0.3,0.0,True,120,0.001,1.5095314979553223
161,4.403695901234944,0.04997181123583885,4.207393805185954,0.011185320926714438,relu,256,300,glorot_uniform,0.01,0.2,True,120,0.001,1.142647425333659
162,4.404469807942708,0.0731509843860383,4.2339019775390625,0.027343144187356744,relu,256,300,glorot_uniform,0.01,0.2,True,120,0.0001,0.8691862424214681
163,4.40488338470459,0.1536663230863825,4.295080343882243,0.1549798638379322,relu,128,300,glorot_uniform,0.01,0.4,True,40,0.1,0.981689453125
164,4.405246416727702,0.3763532296533314,4.353671709696452,0.40141298370676554,relu,128,300,glorot_uniform,0.1,0.9,True,80,0.01,1.076334794362386
165,4.4248935381571455,0.11827413198152954,4.2585225105285645,0.02805577923785322,relu,256,300,glorot_uniform,0.01,0.2,True,40,0.0001,0.7700556914011637
166,4.426939487457275,0.10044667923373797,4.278649806976318,0.11102157789180543,relu,64,300,glorot_uniform,0.01,0.0,True,40,0.1,1.4250093301137288
167,4.427141030629476,0.10069160041362356,4.275770823160808,0.058219832874616066,relu,256,300,glorot_uniform,0.01,0.2,True,80,0.001,0.904160737991333
168,4.4295891125996905,0.0750076165938792,4.251389503479004,0.06101440806816879,relu,256,300,glorot_uniform,0.01,0.4,True,40,0.01,0.7556741237640381
169,4.435745557149251,0.048492416458651495,4.2664558092753095,0.005452147883746285,relu,256,300,glorot_uniform,0.01,0.2,True,40,0.001,0.8162630399068197
170,4.446291923522949,0.2609549617023834,4.20259443918864,0.29228947394347626,relu,256,300,glorot_uniform,0.3,0.4,True,80,0.001,1.0372978051503499
171,4.510815461476644,0.023470819592404404,4.405746618906657,0.04829281126894835,relu,128,300,glorot_uniform,0.01,0.2,True,120,0.1,1.0407719612121582
172,4.514369646708171,0.03128168075406368,4.372028827667236,0.04048102473838462,relu,256,300,glorot_uniform,0.01,0.2,True,40,0.01,0.7542312145233154
173,4.518181324005127,0.24000813039110458,4.428686459859212,0.22332749724900064,relu,256,300,glorot_uniform,0.01,0.9,True,80,0.1,0.8063684304555258
174,4.523734410603841,0.028747159640424885,4.406288941701253,0.013990090163076972,relu,128,300,glorot_uniform,0.01,0.2,True,40,0.1,0.9779420693715414
175,4.542803605397542,0.3807162321449635,4.4631838003794355,0.5443038282618017,relu,128,300,glorot_uniform,0.1,0.9,True,40,0.01,1.0835191408793132
176,4.550201892852783,0.2402121673827339,4.458024660746257,0.2916415208953778,relu,128,300,glorot_uniform,0.01,0.4,True,120,0.1,1.0337001482645671
177,4.554908752441406,0.03070108976126662,4.375633239746094,0.045597986545041574,relu,256,300,glorot_uniform,0.01,0.2,True,120,0.01,1.0921123027801514
178,4.5615488688151045,0.008673105456977574,4.393844922383626,0.06766344804105538,relu,256,300,glorot_uniform,0.01,0.2,True,80,0.01,1.0857621033986409
179,4.566339731216431,0.41016074276562303,4.3263453642527265,0.4667962097906192,relu,64,300,glorot_uniform,0.3,0.0,True,40,0.001,1.4146141211191814
