rank_val_score,mean_val_score,std_val_score,mean_train_score,std_train_score,activation,batch_size,epochs,init_mode,learn_rate,momentum,nesterov,neurons_layer_1,neurons_layer_2,weight_decay,mean_fit_time
41,3.059347947438558,0.009315327346107242,1.8035123348236084,0.06568463885922397,tanh,64,1000,glorot_uniform,0.01,0.4,True,130,30,0.0001,18.539483626683552
42,3.0636045932769775,0.04756992558153405,1.680391788482666,0.07152567989659378,tanh,64,1000,glorot_uniform,0.01,0.4,True,70,30,0.0001,16.69103169441223
43,3.075086990992228,0.053388447939639816,2.1080006758371987,0.0601829648192459,tanh,64,1000,glorot_uniform,0.001,0.9,True,70,30,0.001,17.479392528533936
44,3.0871272881825766,0.042476384068232106,2.342233896255493,0.06756647468899328,tanh,128,1000,glorot_uniform,0.01,0.4,True,70,30,0.001,9.745541969935099
45,3.090285619099935,0.15181850507628825,1.8571428457895915,0.07700244559120271,sigmoid,64,1000,glorot_uniform,0.01,0.9,True,70,30,0.0001,16.469425837198894
46,3.090580940246582,0.0654995752945136,2.949054797490438,0.021514898426154783,sigmoid,1219,1000,glorot_uniform,0.01,0.9,True,130,30,0.0001,5.201632420221965
47,3.098583380381266,0.06268223552349567,2.9383744398752847,0.062769853294632,sigmoid,1219,1000,glorot_uniform,0.01,0.9,True,70,30,0.0001,4.578796784083049
48,3.1081066131591797,0.0654658581739356,2.319756110509237,0.05263680733294765,relu,64,1000,glorot_uniform,0.001,0.8,True,70,30,0.0001,17.521082639694214
49,3.114938577016195,0.06007451426926934,2.784588177998861,0.0063549671050970105,sigmoid,128,1000,glorot_uniform,0.01,0.9,True,130,30,0.001,11.14731208483378
50,3.121925671895345,0.04207287769292514,2.11198353767395,0.046629132666101206,tanh,64,1000,glorot_uniform,0.01,0.4,True,130,30,0.001,19.009412844975788
51,3.1230787436167398,0.09462663404586769,2.594054619471232,0.011641037230456104,relu,128,1000,glorot_uniform,0.001,0.8,True,70,30,0.0001,10.105274041493734
52,3.123368501663208,0.042305094729577185,2.8631722132364907,0.027260637830889625,tanh,64,1000,glorot_uniform,0.001,0.4,True,130,30,0.0001,16.94197694460551
53,3.1320348580678306,0.03507400490303633,2.2237037817637124,0.013984903979098217,relu,128,1000,glorot_uniform,0.001,0.9,True,70,30,0.0001,9.893722454706827
54,3.13673734664917,0.03755517656148806,2.8709920247395835,0.0362315293196323,sigmoid,128,1000,glorot_uniform,0.01,0.8,True,130,30,0.001,11.175499439239502
55,3.1385065714518228,0.08132745934342413,2.5807385444641113,0.021264008799206743,relu,128,1000,glorot_uniform,0.001,0.8,True,130,30,0.0001,10.443048795064291
56,3.139497677485148,0.012012867927798484,2.8800984223683677,0.017545286663425336,tanh,64,1000,glorot_uniform,0.001,0.4,True,70,30,0.001,16.661911646525066
57,3.1399988333384194,0.03515360980526961,2.9172185262044272,0.01816171893581376,sigmoid,64,1000,glorot_uniform,0.01,0.4,True,70,30,0.001,16.21276839574178
58,3.1421889464060464,0.06699777921249825,2.8265609741210938,0.027224136207932178,sigmoid,64,1000,glorot_uniform,0.01,0.8,True,130,30,0.001,18.495434840520222
59,3.1458107630411782,0.02873145968921408,2.1946756839752197,0.054451712476699374,relu,128,1000,glorot_uniform,0.001,0.9,True,130,30,0.0001,10.665040016174316
60,3.152625799179077,0.06065223095586082,2.9529074827829995,0.03631205531051973,sigmoid,64,1000,glorot_uniform,0.01,0.4,True,130,30,0.001,16.385286728541057
61,3.1570993264516196,0.01901711149131969,2.671269098917643,0.020760426089504538,sigmoid,64,1000,glorot_uniform,0.01,0.9,True,130,30,0.001,16.884359041849773
62,3.157150665918986,0.0314559585891976,2.8457834720611572,0.04097716500882162,sigmoid,128,1000,glorot_uniform,0.01,0.8,True,70,30,0.001,10.666881958643595
63,3.176261027654012,0.05717726179257822,2.7483988602956138,0.012404207784928064,sigmoid,64,1000,glorot_uniform,0.01,0.8,True,70,30,0.001,15.900347630182901
64,3.186129093170166,0.06328766596151497,2.942234754562378,0.027481559632919806,tanh,64,1000,glorot_uniform,0.001,0.4,True,130,30,0.001,17.201314687728882
65,3.1900651454925537,0.049373317922525355,2.837390104929606,0.02504782281782134,tanh,1219,1000,glorot_uniform,0.01,0.9,True,70,30,0.01,4.432818094889323
66,3.1965277989705405,0.017595023436320446,2.7345919609069824,0.04643925293738807,sigmoid,128,1000,glorot_uniform,0.01,0.9,True,70,30,0.001,10.029555877049765
67,3.200793981552124,0.03315442593118582,2.8004430135091147,0.0196148808556053,tanh,64,1000,glorot_uniform,0.001,0.9,True,130,30,0.01,16.709857940673828
68,3.204004923502604,0.017298493161540408,2.8656022548675537,0.03885716585571154,tanh,1219,1000,glorot_uniform,0.01,0.9,True,130,30,0.01,4.64275066057841
69,3.2112603982289634,0.04550714502181719,2.2721667289733887,0.0845039723860918,relu,128,1000,glorot_uniform,0.001,0.9,True,130,30,0.001,10.91315499941508
70,3.2148610750834146,0.15002818864764506,2.4023125966389975,0.07153219749200827,relu,128,1000,glorot_uniform,0.001,0.9,True,70,30,0.001,9.730506817499796
71,3.2162386576334634,0.0367654417903971,2.899991591771444,0.026038755010294665,tanh,64,1000,glorot_uniform,0.001,0.8,True,70,30,0.01,16.151304642359417
72,3.2171775499979653,0.0894740675947302,3.1029463609059653,0.005490872980750096,sigmoid,128,1000,glorot_uniform,0.001,0.9,True,130,30,0.0001,11.4078848361969
73,3.2197715441385903,0.07290300249017409,3.048910617828369,0.04366827149523547,sigmoid,64,1000,glorot_uniform,0.001,0.9,True,70,30,0.001,15.934016625086466
74,3.2198663552602134,0.04963740436712492,2.8824498653411865,0.012170799156342168,tanh,128,1000,glorot_uniform,0.001,0.9,True,70,30,0.01,11.256907939910889
75,3.2234908739725747,0.016489565249216395,2.337214231491089,0.06434916819438972,relu,64,1000,glorot_uniform,0.001,0.8,True,130,30,0.001,17.443244377772015
76,3.226356029510498,0.08169175287273239,3.080730120340983,0.023309181941933765,sigmoid,64,1000,glorot_uniform,0.001,0.9,True,130,30,0.001,16.201988140741985
77,3.2290120124816895,0.021610730336850438,2.784779707590739,0.020727706978414667,tanh,64,1000,glorot_uniform,0.001,0.9,True,70,30,0.01,17.91178290049235
78,3.234870751698812,0.08198202365929776,2.8100597858428955,0.05991766671538268,relu,64,1000,glorot_uniform,0.001,0.4,True,130,30,0.0001,20.386759042739868
79,3.235109885533651,0.05660312100586263,2.925361474355062,0.02884925123530846,tanh,128,1000,glorot_uniform,0.001,0.9,True,130,30,0.01,11.884954373041788
80,3.2366398175557456,0.11254942509316236,2.8830881118774414,0.028980734787249943,relu,64,1000,glorot_uniform,0.001,0.4,True,70,30,0.0001,15.450053691864014
81,3.2366410891215005,0.03916851588958125,2.722779115041097,0.03595838874618078,tanh,64,1000,glorot_uniform,0.01,0.8,True,130,30,0.01,16.259867827097576
82,3.2390135129292807,0.029929633453540695,2.877614180246989,0.028144628035181047,tanh,64,1000,glorot_uniform,0.01,0.4,True,130,30,0.01,16.315235296885174
83,3.241084178288778,0.11140896795664877,2.313183863957723,0.13760953074434104,relu,64,1000,glorot_uniform,0.001,0.8,True,130,30,0.0001,15.88945722579956
84,3.2417502403259277,0.04638857790587158,2.4074666500091553,0.010891019099143506,relu,64,1000,glorot_uniform,0.001,0.8,True,70,30,0.001,16.115298748016357
85,3.242312749226888,0.03642428512705092,2.9359749952952066,0.020806717385598153,tanh,64,1000,glorot_uniform,0.001,0.8,True,130,30,0.01,16.739964803059895
86,3.242610136667887,0.017254622823871062,2.885024309158325,0.03857705979814578,tanh,128,1000,glorot_uniform,0.01,0.4,True,70,30,0.01,10.148427565892538
87,3.249611775080363,0.07861403236634333,2.691784222920736,0.06415993407371222,relu,128,1000,glorot_uniform,0.001,0.8,True,130,30,0.001,10.700899759928385
88,3.2516956329345703,0.028074539600380984,1.9888670841852825,0.1275706628197629,tanh,64,1000,glorot_uniform,0.01,0.4,True,70,30,0.001,16.83057928085327
89,3.2523131370544434,0.08851483426228178,2.7628254890441895,0.06873150479367841,relu,128,1000,glorot_uniform,0.001,0.8,True,70,30,0.001,9.752436558405558
90,3.252920071283976,0.0845766393139527,3.091233730316162,0.028689730838160933,sigmoid,128,1000,glorot_uniform,0.01,0.4,True,70,30,0.001,10.971224149068197
91,3.255495071411133,0.07269077022043866,2.927532116572062,0.024514261501404094,tanh,128,1000,glorot_uniform,0.01,0.4,True,130,30,0.01,11.548636277516684
92,3.2559987703959146,0.0984492971415193,3.029169956843058,0.07538822121202435,tanh,1219,1000,glorot_uniform,0.01,0.4,True,70,30,0.0001,4.534188429514567
93,3.2570006052652993,0.07999030994695111,2.5902178287506104,0.031868858258996165,sigmoid,64,1000,glorot_uniform,0.01,0.9,True,70,30,0.001,16.308907111485798
94,3.259832779566447,0.06804513614619698,3.0412853558858237,0.03596963572213964,tanh,1219,1000,glorot_uniform,0.01,0.4,True,130,30,0.0001,5.108153740564982
95,3.266491413116455,0.09313908446382571,3.11565629641215,0.012191823751306122,sigmoid,128,1000,glorot_uniform,0.01,0.4,True,130,30,0.001,11.8198401927948
96,3.2683632373809814,0.05162828558001505,3.000996192296346,0.04282728085563087,tanh,1219,1000,glorot_uniform,0.01,0.8,True,70,30,0.01,4.468158642450969
97,3.268648942311605,0.06107334495468367,3.1281588872273765,0.058507386603340164,sigmoid,1219,1000,glorot_uniform,0.01,0.9,True,70,30,0.001,5.166989644368489
98,3.2724857330322266,0.10067836524374882,3.157951911290487,0.048603161319997465,sigmoid,64,1000,glorot_uniform,0.001,0.8,True,130,30,0.0001,16.109815915425617
99,3.2725325425465903,0.11718013149618017,2.7172895272572837,0.015607746238852437,tanh,128,1000,glorot_uniform,0.01,0.9,True,70,30,0.01,9.812436819076538
100,3.281140168507894,0.011563440460225954,2.7710634072621665,0.03832082259468021,tanh,64,1000,glorot_uniform,0.01,0.8,True,70,30,0.01,16.520837545394897
101,3.2823527654012046,0.04295088422278509,2.9159231185913086,0.08383446943030239,tanh,64,1000,glorot_uniform,0.01,0.4,True,70,30,0.01,16.432927052179974
102,3.282971223195394,0.02807060277379928,2.776283582051595,0.025210518748460174,tanh,128,1000,glorot_uniform,0.01,0.8,True,70,30,0.01,10.125157594680786
103,3.286234140396118,0.08021421797476684,3.1541977723439536,0.016098809620053754,sigmoid,1219,1000,glorot_uniform,0.01,0.9,True,130,30,0.001,5.5071156819661455
104,3.291306416193644,0.07761223445940187,3.1589526335398355,0.030921047883250508,sigmoid,128,1000,glorot_uniform,0.001,0.9,True,70,30,0.0001,11.904890616734823
105,3.2931748231252036,0.0502512018721914,1.375712474187215,0.05081890629992315,tanh,128,1000,glorot_uniform,0.01,0.8,True,130,30,0.0001,10.650847752888998
106,3.295509417851766,0.048626791812346505,1.9317400058110554,0.08384718332811059,relu,64,1000,glorot_uniform,0.001,0.9,True,70,30,0.0001,16.79572606086731
107,3.30338454246521,0.10731845917264017,2.8765451908111572,0.0508085742734192,relu,64,1000,glorot_uniform,0.001,0.4,True,130,30,0.001,18.91736896832784
108,3.3044424057006836,0.025168335418965813,2.862077077229818,0.0697562228349861,tanh,128,1000,glorot_uniform,0.01,0.8,True,130,30,0.01,10.352596441904703
109,3.310195525487264,0.05504295293593359,3.0487290223439536,0.022136184345349235,tanh,1219,1000,glorot_uniform,0.01,0.8,True,130,30,0.01,4.770701328913371
110,3.310457388559977,0.07177584366887513,3.180086692174276,0.05390189461767893,sigmoid,64,1000,glorot_uniform,0.001,0.8,True,70,30,0.0001,16.24120855331421
111,3.311617294947306,0.05350099884177602,1.7996079126993816,0.09296177383749676,relu,64,1000,glorot_uniform,0.001,0.9,True,130,30,0.0001,21.54012107849121
112,3.3126815954844155,0.0781374877821317,3.098546584447225,0.0101036694573624,tanh,1219,1000,glorot_uniform,0.01,0.4,True,130,30,0.001,4.885217189788818
113,3.3254836400349936,0.08132733948941678,3.0176239808400473,0.07300288301228047,relu,64,1000,glorot_uniform,0.0001,0.9,True,130,30,0.0001,16.99946157137553
114,3.329747756322225,0.02802937956152505,2.20720903078715,0.010855776664573949,relu,64,1000,glorot_uniform,0.001,0.9,True,70,30,0.001,16.786756594975788
115,3.3298146724700928,0.08070644447491988,2.9643678665161133,0.01569887243694818,relu,64,1000,glorot_uniform,0.001,0.4,True,70,30,0.001,16.067784706751507
116,3.3478078047434487,0.10948306036348163,2.8141585985819497,0.05379722933419048,tanh,128,1000,glorot_uniform,0.01,0.9,True,130,30,0.01,10.11588422457377
117,3.3548292318979898,0.07463307745721277,3.0799731413523355,0.05650704660250233,relu,64,1000,glorot_uniform,0.0001,0.9,True,70,30,0.0001,15.675584475199381
118,3.358469009399414,0.11826030631592406,3.139956076939901,0.06116653735017415,tanh,1219,1000,glorot_uniform,0.01,0.4,True,70,30,0.001,4.432714621225993
119,3.359384059906006,0.025874009539141648,2.8294955094655356,0.04759625019143607,tanh,64,1000,glorot_uniform,0.01,0.9,True,70,30,0.01,16.34009273846944
120,3.363107442855835,0.13528657989154338,3.0819695790608725,0.02180029492035871,relu,128,1000,glorot_uniform,0.001,0.4,True,130,30,0.0001,10.854332049687704
121,3.3707022666931152,0.06660618111525787,3.1170949141184487,0.0321116053945152,tanh,128,1000,glorot_uniform,0.001,0.8,True,70,30,0.01,11.921831925710043
122,3.3755171298980713,0.09917420313704967,1.36423925558726,0.09052461203238828,tanh,128,1000,glorot_uniform,0.01,0.8,True,70,30,0.0001,10.271290222803751
123,3.3962183793385825,0.05559358674813468,1.9185001055399578,0.09588863631018114,tanh,128,1000,glorot_uniform,0.01,0.8,True,130,30,0.001,10.59151315689087
124,3.3999549547831216,0.05422241414829317,2.8163671493530273,0.008956034235286146,relu,64,1000,glorot_uniform,0.001,0.8,True,130,30,0.01,16.71759311358134
125,3.40020219484965,0.11619900259183653,3.095439910888672,0.02514758824003502,relu,64,1000,glorot_uniform,0.0001,0.9,True,130,30,0.001,17.03820212682088
126,3.402186632156372,0.12629810093422014,2.825224002202352,0.11716010969913011,tanh,64,1000,glorot_uniform,0.01,0.9,True,130,30,0.01,17.63279326756795
127,3.402697722117106,0.0632096331554049,2.8655285835266113,0.022071431972991728,relu,128,1000,glorot_uniform,0.001,0.9,True,70,30,0.01,9.698599576950073
128,3.40364670753479,0.08662916804855865,1.8979862133661907,0.02312868249529554,relu,64,1000,glorot_uniform,0.001,0.9,True,130,30,0.001,21.375373760859173
129,3.411471366882324,0.049519701972968955,3.154429038365682,0.05819432021451339,relu,128,1000,glorot_uniform,0.001,0.4,True,70,30,0.0001,9.738410790761312
130,3.4136401812235513,0.001678586479788337,2.7066741784413657,0.007178683763090578,relu,64,1000,glorot_uniform,0.001,0.9,True,70,30,0.01,19.874000708262127
131,3.414999564488729,0.08208342296294967,3.307807524998983,0.01603881738746015,sigmoid,128,1000,glorot_uniform,0.001,0.9,True,130,30,0.001,11.483745018641153
132,3.4339981079101562,0.04590211873964829,3.171186844507853,0.05560685251702175,tanh,128,1000,glorot_uniform,0.001,0.8,True,130,30,0.01,12.49157969156901
133,3.442596753438314,0.04738278552254247,3.1597542762756348,0.07063383508717506,relu,128,1000,glorot_uniform,0.001,0.4,True,130,30,0.001,10.633655786514282
134,3.442919890085856,0.12781131944922977,3.173194408416748,0.02872562713650365,relu,64,1000,glorot_uniform,0.0001,0.9,True,70,30,0.001,15.491941372553507
135,3.443460464477539,0.07988140528282908,3.3134016195933023,0.047428121123996636,sigmoid,128,1000,glorot_uniform,0.001,0.9,True,70,30,0.001,11.409368912378946
136,3.4532020886739097,0.05950186950441097,2.9237051010131836,0.02896969443449679,relu,64,1000,glorot_uniform,0.001,0.8,True,70,30,0.01,16.835844039916992
137,3.4644147555033364,0.050948115324690194,2.8555789788564048,0.09086978568548712,relu,64,1000,glorot_uniform,0.01,0.4,True,70,30,0.01,15.413870890935263
138,3.4690555731455484,0.06430670769577529,3.341675281524658,0.052502768369194715,sigmoid,64,1000,glorot_uniform,0.001,0.8,True,70,30,0.001,16.256664673487347
139,3.472242593765259,0.03453363195410791,2.6511565844217935,0.07380048031164434,relu,64,1000,glorot_uniform,0.001,0.9,True,130,30,0.01,20.606265942255657
140,3.4765093326568604,0.03257919596088232,3.347816785176595,0.05659200473907149,sigmoid,1219,1000,glorot_uniform,0.01,0.8,True,130,30,0.0001,5.269732475280762
141,3.4767000675201416,0.0400069766609006,2.372605880101522,0.013385028258110304,relu,64,1000,glorot_uniform,0.01,0.4,True,130,30,0.001,16.08483139673869
142,3.479182322820028,0.08207532260121009,3.35703706741333,0.021724982737957893,sigmoid,64,1000,glorot_uniform,0.001,0.8,True,130,30,0.001,16.257508595784504
143,3.4838828245798745,0.08382160941645198,3.211259126663208,0.04248170659213948,relu,128,1000,glorot_uniform,0.001,0.4,True,70,30,0.001,9.914957443873087
144,3.501498222351074,0.10637653058358436,2.8842418988545737,0.08210486221873178,relu,128,1000,glorot_uniform,0.001,0.9,True,130,30,0.01,10.395509163538614
145,3.5042306582132974,0.0725591314203384,2.5983522733052573,0.13183822841711776,relu,64,1000,glorot_uniform,0.01,0.8,True,130,30,0.01,15.907261848449707
146,3.5122929414113364,0.016359294848982728,1.8403306007385254,0.03874825865834282,tanh,128,1000,glorot_uniform,0.01,0.8,True,70,30,0.001,10.278021574020386
147,3.51727286974589,0.07728798486311607,3.137925863265991,0.01127700757784634,relu,128,1000,glorot_uniform,0.001,0.8,True,70,30,0.01,10.17558757464091
148,3.5184788703918457,0.033825424759159554,0.9550465146700541,0.04129608250349675,tanh,64,1000,glorot_uniform,0.01,0.8,True,70,30,0.0001,17.708542823791504
149,3.5216825008392334,0.06470495604234329,3.4049437046051025,0.03051273508125357,sigmoid,1219,1000,glorot_uniform,0.01,0.8,True,70,30,0.0001,5.148456970850627
150,3.525632301966349,0.1213650398002158,2.4899368286132812,0.23904502445529827,relu,64,1000,glorot_uniform,0.01,0.4,True,70,30,0.001,15.666071256001791
151,3.532497008641561,0.06955189675049929,3.2580857276916504,0.04850954351586938,relu,1219,1000,glorot_uniform,0.001,0.9,True,70,30,0.0001,4.141181389490764
152,3.538710037867228,0.03147558740199688,0.9254651268323263,0.03003515398452036,tanh,128,1000,glorot_uniform,0.01,0.9,True,70,30,0.0001,11.153199831644693
153,3.5392934481302896,0.08503063396660798,3.357405185699463,0.013717313701448184,tanh,64,1000,glorot_uniform,0.0001,0.9,True,130,30,0.0001,17.545986970265705
154,3.5418317317962646,0.16845170897808592,2.884049415588379,0.20552198579771458,relu,128,1000,glorot_uniform,0.01,0.8,True,70,30,0.01,10.041354894638062
155,3.556666692097982,0.06654408494478291,1.0187184413274128,0.033612663991598075,tanh,64,1000,glorot_uniform,0.01,0.8,True,130,30,0.0001,16.485531489054363
156,3.55938990910848,0.09494751919357297,3.3688732782999673,0.077214958870679,tanh,64,1000,glorot_uniform,0.0001,0.9,True,130,30,0.001,17.00099054972331
157,3.5728673934936523,0.11313122123946455,3.3076589107513428,0.028593335379821738,relu,1219,1000,glorot_uniform,0.001,0.9,True,130,30,0.0001,4.524534384409587
158,3.5788055260976157,0.08302730552280793,3.162012497584025,0.017786556171152296,relu,128,1000,glorot_uniform,0.001,0.8,True,130,30,0.01,10.422562837600708
159,3.584193785985311,0.07871231737650243,3.398022413253784,0.01219118533825188,tanh,64,1000,glorot_uniform,0.001,0.4,True,70,30,0.01,17.093442678451538
160,3.595012108484904,0.1103437577425982,2.8677279949188232,0.220168647314385,relu,128,1000,glorot_uniform,0.01,0.9,True,70,30,0.01,10.057642221450806
161,3.6075925827026367,0.24586560006526095,3.4248669942220054,0.14121147365413364,tanh,64,1000,glorot_uniform,0.0001,0.9,True,70,30,0.0001,16.481833537419636
162,3.6100149154663086,0.1689701196701437,3.0829954942067466,0.1729003781471985,relu,64,1000,glorot_uniform,0.01,0.4,True,130,30,0.01,16.983977556228638
163,3.6122058232625327,0.04542524906931114,3.430253744125366,0.09920403713282243,tanh,128,1000,glorot_uniform,0.001,0.4,True,130,30,0.0001,12.358525196711222
164,3.614506800969442,0.3050939638068721,2.3643363316853843,0.2967821383307149,relu,64,1000,glorot_uniform,0.01,0.4,True,70,30,0.0001,16.091382265090942
165,3.6153196493784585,0.05120774420281486,2.9781366984049478,0.10620043459919115,relu,64,1000,glorot_uniform,0.01,0.8,True,70,30,0.01,15.865087668100992
166,3.6189634005228677,0.1752530551242729,3.256878137588501,0.07159299115879757,relu,128,1000,glorot_uniform,0.01,0.4,True,130,30,0.01,10.195509751637777
167,3.6196088790893555,0.08826383021127482,2.14081609249115,0.24739050918907443,relu,128,1000,glorot_uniform,0.01,0.8,True,130,30,0.001,10.973485867182413
168,3.6235555013020835,0.045992478989042844,1.553743044535319,0.06640937371493531,tanh,64,1000,glorot_uniform,0.01,0.8,True,70,30,0.001,17.289639155069988
169,3.6238218943277993,0.04496094514794949,0.7355094949404398,0.045490266750311724,tanh,64,1000,glorot_uniform,0.01,0.9,True,70,30,0.0001,16.34444546699524
170,3.6247265338897705,0.12103131582728346,0.7927202979723612,0.007725454209212508,tanh,64,1000,glorot_uniform,0.01,0.9,True,130,30,0.0001,16.78091271718343
