rank_val_score,mean_val_score,std_val_score,mean_train_score,std_train_score,activation,batch_size,epochs,init_mode,learn_rate,momentum,nesterov,neurons_layer_1,neurons_layer_2,weight_decay,mean_fit_time
113,3.600668986638387,0.0670246664365633,3.3802369435628257,0.01359530237465923,relu,256,500,glorot_uniform,0.001,0.8,True,50,45,0.001,3.800236543019613
114,3.605085849761963,0.022764369514775458,3.2890466849009194,0.050522834560550824,relu,256,500,glorot_uniform,0.001,0.8,True,130,45,0.001,4.478356917699178
115,3.6060167153676352,0.03915342439429396,2.7353564898173013,0.15325405718258617,relu,128,500,glorot_uniform,0.01,0.8,True,50,45,0.001,5.268588066101074
116,3.6086958249409995,0.05711512876973617,3.3321726322174072,0.04115734355000921,relu,256,500,glorot_uniform,0.001,0.8,True,70,45,0.001,4.019664923350017
117,3.6110199292500815,0.06313625485798628,3.341254552205404,0.03902107998055798,relu,256,500,glorot_uniform,0.001,0.8,True,50,45,0.0001,3.9956236680348716
118,3.6120936075846353,0.03257574275582947,3.1547722816467285,0.13578906869627608,relu,128,500,glorot_uniform,0.01,0.8,True,70,30,0.01,5.456959009170532
119,3.613999128341675,0.027622170198535193,3.175240914026896,0.08428516278249736,relu,128,500,glorot_uniform,0.001,0.9,True,50,30,0.01,5.01912506421407
120,3.615126371383667,0.2104775975475464,2.6688265800476074,0.3789821537623625,relu,256,500,glorot_uniform,0.01,0.9,True,70,30,0.001,3.8924853006998696
121,3.6178402105967202,0.2491638921062484,2.8860795497894287,0.36005486163043865,relu,128,500,glorot_uniform,0.01,0.8,True,50,30,0.001,5.139144500096639
122,3.6200284163157144,0.12330496554456077,3.034336805343628,0.15856650429153013,relu,128,500,glorot_uniform,0.01,0.8,True,130,20,0.01,5.318246761957805
123,3.623727877934774,0.09768452194870536,3.141495625178019,0.00943798797796514,relu,128,500,glorot_uniform,0.001,0.9,True,130,30,0.01,5.33294153213501
124,3.6253153483072915,0.05116030018397476,3.3238650957743325,0.025360569288166025,relu,256,500,glorot_uniform,0.001,0.8,True,70,20,0.001,4.694185256958008
125,3.6275482177734375,0.24737659019961342,3.1400899092356362,0.4648064178091805,relu,256,500,glorot_uniform,0.01,0.9,True,70,30,0.01,3.816514174143473
126,3.6275761127471924,0.07292961336459818,3.213256279627482,0.0926066172740646,relu,128,500,glorot_uniform,0.001,0.9,True,70,20,0.01,5.0667290687561035
127,3.629580020904541,0.08872138801096381,3.1266008218129477,0.010919503728746827,relu,128,500,glorot_uniform,0.001,0.9,True,130,20,0.01,5.311854521433513
128,3.632300535837809,0.08321335385101353,3.2071541945139566,0.031265136393209214,relu,128,500,glorot_uniform,0.001,0.9,True,70,30,0.01,5.1655746301015215
129,3.6421991189320884,0.26745258723505794,2.0186649560928345,0.30815957446028436,relu,128,500,glorot_uniform,0.01,0.9,True,70,30,0.0001,5.101780652999878
130,3.645197947820028,0.17795570494833213,2.8924670219421387,0.297891680735259,relu,128,500,glorot_uniform,0.01,0.8,True,50,20,0.001,4.920230150222778
131,3.6502883434295654,0.06441034318118269,3.2367852528889975,0.06735829009830542,relu,128,500,glorot_uniform,0.001,0.9,True,50,45,0.01,5.170351982116699
132,3.665325403213501,0.06025197255784711,3.1987024943033853,0.06506898650774842,relu,128,500,glorot_uniform,0.001,0.9,True,70,45,0.01,5.328592936197917
133,3.6669963200887046,0.17939504004568224,1.843115210533142,0.15259121565446332,relu,128,500,glorot_uniform,0.01,0.9,True,130,45,0.0001,5.6009267171223955
134,3.6684978008270264,0.3093729611289246,3.1794620354970298,0.19349304467123524,relu,128,500,glorot_uniform,0.01,0.8,True,70,45,0.01,5.321289300918579
135,3.6706034342447915,0.11509213644921215,2.280289808909098,0.30359391936043145,relu,128,500,glorot_uniform,0.01,0.9,True,70,20,0.0001,5.188863913218181
136,3.672954479853312,0.30058229781446155,2.887353261311849,0.3611203719549882,relu,128,500,glorot_uniform,0.01,0.9,True,130,45,0.01,5.741338888804118
137,3.6793737411499023,0.1727643447700062,3.229049285252889,0.18931788719869683,relu,128,500,glorot_uniform,0.01,0.9,True,50,20,0.01,4.958481868108113
138,3.692480723063151,0.0697609927381061,3.189812262852987,0.03252712310335888,relu,128,500,glorot_uniform,0.001,0.9,True,130,45,0.01,5.68513282140096
139,3.692758560180664,0.32483082419343784,3.1594324906667075,0.297388155289574,relu,128,500,glorot_uniform,0.01,0.9,True,50,30,0.01,5.087492148081462
140,3.701986074447632,0.2800621329435246,2.835002899169922,0.27475190553284234,relu,128,500,glorot_uniform,0.01,0.8,True,50,45,0.0001,5.1554107666015625
141,3.7148149808247886,0.2687375926856252,2.533347765604655,0.15073180891140833,relu,128,500,glorot_uniform,0.01,0.9,True,70,20,0.001,5.15728235244751
142,3.7185603777567544,0.026881820347368923,3.4245153268178306,0.031314994169621274,relu,256,500,glorot_uniform,0.001,0.9,True,50,20,0.01,3.6561423937479653
143,3.7234183152516684,0.03028133873865582,2.2752512296040854,0.09646392104512619,relu,128,500,glorot_uniform,0.01,0.9,True,130,45,0.001,5.787637869517009
144,3.7288126150767007,0.05464973887803689,3.399641513824463,0.03512193603478204,relu,256,500,glorot_uniform,0.001,0.9,True,70,20,0.01,3.8218421141306558
145,3.7303171157836914,0.0777141487250014,2.3063090642293296,0.024194566012312606,relu,128,500,glorot_uniform,0.01,0.9,True,130,30,0.001,4.440820376078288
146,3.7418720722198486,0.12443553228866887,2.058657169342041,0.19905917480102323,relu,128,500,glorot_uniform,0.01,0.9,True,130,30,0.0001,5.012046893437703
147,3.7506706714630127,0.1953984346325998,2.4272493521372476,0.10877610748486267,relu,128,500,glorot_uniform,0.01,0.9,True,70,30,0.001,5.171658515930176
148,3.7536397775014243,0.43515592576612594,2.725123167037964,0.3197821203288455,relu,128,500,glorot_uniform,0.01,0.8,True,130,45,0.0001,5.6134161949157715
149,3.7568716208140054,0.21972376102255922,3.3789333502451577,0.20255947519358358,relu,256,500,glorot_uniform,0.01,0.8,True,130,30,0.01,4.183137973149617
150,3.7572736740112305,0.11699603486401311,3.4396313031514487,0.10235148378994344,relu,128,500,glorot_uniform,0.01,0.0,True,70,30,0.001,5.045260032018025
151,3.7601728439331055,0.31115102203263206,2.8312341372172036,0.4185678110887039,relu,128,500,glorot_uniform,0.01,0.8,True,70,20,0.0001,5.150645971298218
152,3.7602930068969727,0.045338459692114697,3.4446422259012857,0.046228037723184956,relu,128,500,glorot_uniform,0.001,0.8,True,50,20,0.01,5.017529169718425
153,3.772743066151937,0.07539787452071067,3.4070444901784263,0.06695938930138456,relu,256,500,glorot_uniform,0.001,0.9,True,130,20,0.01,4.258427381515503
154,3.775970538457235,0.05800984773360386,3.4324445724487305,0.03517504773431171,relu,128,500,glorot_uniform,0.001,0.8,True,130,20,0.01,5.365438779195149
155,3.789224624633789,0.13781754870591795,3.1303795178731284,0.2992167355730691,relu,128,500,glorot_uniform,0.01,0.9,True,130,20,0.01,5.809621890385945
156,3.79465913772583,0.04510234131616077,3.484215339024862,0.03734364295148852,relu,256,500,glorot_uniform,0.001,0.9,True,50,45,0.01,3.7763709227244058
157,3.796392838160197,0.03766018613237914,2.551479975382487,0.27975197457341455,relu,128,500,glorot_uniform,0.01,0.9,True,50,30,0.001,5.057068904240926
158,3.7994934717814126,0.03278646131665166,3.460064649581909,0.05383059253829653,relu,128,500,glorot_uniform,0.001,0.8,True,70,20,0.01,5.359748601913452
159,3.8031049569447837,0.04854185034169716,3.4293483893076577,0.06119927748431316,relu,256,500,glorot_uniform,0.001,0.9,True,70,30,0.01,3.82379412651062
160,3.8123839696248374,0.034981704247629586,3.49298095703125,0.05289979817007848,relu,128,500,glorot_uniform,0.001,0.8,True,50,30,0.01,5.0587544441223145
161,3.8162668546040854,0.029461039493272924,3.4474638303120932,0.06807908759328792,relu,256,500,glorot_uniform,0.001,0.9,True,130,30,0.01,4.0993350346883135
162,3.819914976755778,0.11199672400404277,3.4611446857452393,0.06354334364091269,relu,256,500,glorot_uniform,0.001,0.9,True,50,30,0.01,3.7240914503733316
163,3.8276263078053794,0.40669404532199555,2.944720904032389,0.5502687314733719,relu,128,500,glorot_uniform,0.01,0.8,True,130,30,0.0001,6.063304662704468
164,3.82963760693868,0.1962118098018857,2.9060493310292563,0.2548527043904978,relu,128,500,glorot_uniform,0.01,0.8,True,130,20,0.001,5.348830858866374
165,3.8323654333750405,0.22686427340062942,2.441120704015096,0.2580228551024197,relu,128,500,glorot_uniform,0.01,0.9,True,130,20,0.001,5.718228896458943
166,3.8358837763468423,0.029795665847829996,3.5082151889801025,0.021883154319988267,relu,128,500,glorot_uniform,0.001,0.8,True,70,30,0.01,5.376245578130086
167,3.8390556971232095,0.5556223751158557,2.834261099497477,0.4605262144298683,relu,256,500,glorot_uniform,0.01,0.9,True,130,20,0.0001,4.0852053960164385
168,3.8443802992502847,0.20430285505357218,2.4578490257263184,0.4002186117547038,relu,128,500,glorot_uniform,0.01,0.9,True,130,20,0.0001,92.60046871503194
169,3.855149825414022,0.1254244952237745,3.2990070978800454,0.3557204784684509,relu,256,500,glorot_uniform,0.01,0.8,True,50,45,0.0001,4.480184872945149
170,3.8569397926330566,0.06426923963392803,3.5525639851888022,0.04681346512614684,relu,128,500,glorot_uniform,0.001,0.8,True,50,45,0.01,5.211146434148152
171,3.86201548576355,0.07319974311778535,3.4977265993754068,0.05500818750724006,relu,128,500,glorot_uniform,0.001,0.8,True,130,30,0.01,5.43796435991923
172,3.862405776977539,0.4592566275689336,3.2243684927622476,0.3916878893180364,relu,128,500,glorot_uniform,0.01,0.9,True,70,20,0.01,5.288609345753987
173,3.8647123177846274,0.06057908276984259,3.5394779046376548,0.0348475187710004,relu,256,500,glorot_uniform,0.001,0.9,True,70,45,0.01,4.0278098583221436
174,3.8705104986826577,0.2512103973443814,3.048478921254476,0.44742772210689663,relu,128,500,glorot_uniform,0.01,0.8,True,130,30,0.001,6.176659107208252
175,3.874492963155111,0.13839239675688017,3.604372501373291,0.10749378914835389,relu,256,500,glorot_uniform,0.01,0.8,True,70,20,0.01,3.8587982654571533
